GEOID,XCoord,YCoord,RoadbedDist,BlockHeight
3.6061E+14,-74.00848616,40.70624343,23.02367016,118.74679
3.6061E+14,-74.00613529,40.70572601,13.88971812,42.031375
3.6061E+14,-74.00537654,40.7053694,16.44975313,86.031812
3.6061E+14,-74.00570699,40.70513412,14.71747663,80.17275
3.6061E+14,-74.00619213,40.70479223,19.35328756,61.989295
3.6061E+14,-74.00681503,40.70524014,14.50526948,37.481309
3.6061E+14,-74.00738107,40.70561588,16.85582299,22.495024
3.6061E+14,-74.00843609,40.7048196,15.3065666,43.118357
3.6061E+14,-74.00862023,40.70520691,12.17912594,31.046506
3.6061E+14,-74.00860207,40.70561088,17.3431339,79.490503
3.6061E+14,-74.00932965,40.70594519,19.59139421,30.713933
3.6061E+14,-74.00957226,40.70545551,16.00031453,126.151022
3.6061E+14,-74.00943742,40.70506122,21.49734305,62.177044
3.6061E+14,-74.00931733,40.70477357,13.57680006,0
3.6061E+14,-74.00752221,40.70474732,14.0814238,40.798679
3.6061E+14,-74.00697953,40.70428625,20.69357213,51.429699
3.6061E+14,-74.00626155,40.70417638,6.270807098,0
3.6061E+14,-74.00484526,40.70418889,31.24820084,0
3.6061E+14,-74.00643369,40.7032776,11.28046201,0.310843
3.6061E+14,-74.0086898,40.70397879,6.926370352,0
3.6061E+14,-74.00823082,40.70425228,13.29684676,44.575442
3.6061E+14,-74.00769783,40.70380194,16.56774472,88.825448
3.6061E+14,-74.00815321,40.7035107,9.544668771,7.050357
3.6061E+14,-73.99875331,40.69955388,249.0940419,0
3.6061E+14,-73.99606643,40.71385933,10.17821963,10.270662
3.6061E+14,-73.99586859,40.7132543,9.014704712,9.125796
3.6061E+14,-73.99572927,40.71255954,9.582250386,10.447949
3.6061E+14,-73.99559041,40.71184399,9.660999131,9.344732
3.6061E+14,-73.99599892,40.71087586,9.773671052,13.066429
3.6061E+14,-73.99479079,40.71101342,9.987816831,13.681829
3.6061E+14,-73.99519843,40.71016219,9.504080381,0
3.6061E+14,-73.99508838,40.70964365,9.654412701,9.137204
3.6061E+14,-73.99264503,40.71412307,5.145227283,0
3.6061E+14,-73.99287657,40.71410149,5.787497236,0
3.6061E+14,-73.99351681,40.71406468,8.104689487,4.03583
3.6061E+14,-73.99420598,40.71401554,6.323544444,0
3.6061E+14,-73.99453269,40.71396746,5.7029296,0
3.6061E+14,-73.99426462,40.71336069,6.97408922,0
3.6061E+14,-73.99390772,40.71342619,6.000775089,0
3.6061E+14,-73.99323043,40.71348316,7.404356039,6.762236
3.6061E+14,-73.99255329,40.71352855,4.715942733,0
3.6061E+14,-73.99245436,40.7128205,4.808554338,0
3.6061E+14,-73.99312619,40.71279352,7.253466036,2.817445
3.6061E+14,-73.99402956,40.7126849,7.316749014,5.646594
3.6061E+14,-73.99379919,40.71198791,7.065208209,8.440941
3.6061E+14,-73.99290285,40.7121028,7.486048251,7.432584
3.6061E+14,-73.99236281,40.71212032,5.598838857,0
3.6061E+14,-73.99220851,40.71135885,4.742582472,0
3.6061E+14,-73.99260556,40.71132175,6.615261375,0
3.6061E+14,-73.9935298,40.71114449,8.243993514,0.011052
3.6061E+14,-73.99319699,40.71013886,8.977475811,0.062981
3.6061E+14,-73.9922186,40.71040342,4.900261833,0
3.6061E+14,-73.99197608,40.71042219,4.234698363,0
3.6061E+14,-73.99401425,40.70943336,5.143064648,0
3.6061E+14,-73.99409057,40.70928539,6.17874299,0
3.6061E+14,-74.01076355,40.70558312,23.5342801,66.294743
3.6061E+14,-74.01186702,40.70566598,22.12501799,85.899376
3.6061E+14,-74.01268378,40.70586163,23.42086585,80.122549
3.6061E+14,-74.01249084,40.70445743,21.8635668,74.017469
3.6061E+14,-74.01211478,40.70484561,11.54986024,15.799992
3.6061E+14,-74.01095097,40.70477414,17.36558775,50.116231
3.6061E+14,-74.0100312,40.70482915,10.88635201,23.343521
3.6061E+14,-74.01375527,40.70406408,17.37624631,23.17432
3.6061E+14,-74.01372563,40.70336274,13.4022144,48.084934
3.6061E+14,-74.01246934,40.70342105,11.93850445,40.521383
3.6061E+14,-74.01096121,40.70407979,17.41598727,44.780622
3.6061E+14,-74.01009328,40.70430958,12.51414024,8.663538
3.6061E+14,-74.00983764,40.70391176,17.57051452,46.990087
3.6061E+14,-74.01357238,40.70276838,11.29425802,51.329607
3.6061E+14,-74.01269296,40.70293348,11.12137852,27.745058
3.6061E+14,-74.01200687,40.70310643,12.3140943,29.294142
3.6061E+14,-74.01102268,40.70334264,14.34442464,7.337187
3.6061E+14,-74.0098364,40.70289387,18.46454369,87.245332
3.6061E+14,-74.01040618,40.70203831,6.347878135,2.047173
3.6061E+14,-74.01200353,40.70220389,14.03776222,72.07206
3.6061E+14,-74.01321762,40.7021384,13.0694879,0.116099
3.6061E+14,-74.0128499,40.7019583,7.546261545,0.301913
3.6061E+14,-74.012756,40.70164917,8.392185507,3.223752
3.6061E+14,-74.01342877,40.70166752,22.12198287,9.378987
3.6061E+14,-74.01033938,40.70194393,6.108535999,2.501732
3.6061E+14,-74.01121789,40.70106023,19.37545407,11.164356
3.6061E+14,-74.01237345,40.70381746,16.02233534,52.268729
3.6061E+14,-74.01268435,40.70261801,5.536030626,0
3.6061E+14,-73.99969391,40.69797519,246.5724761,0
3.6061E+14,-73.99991077,40.69682858,28.56752893,0
3.6061E+14,-74.00165996,40.69489248,150.0937682,0
3.6061E+14,-73.97623522,40.71383423,7.724451477,0.030752
3.6061E+14,-73.97666409,40.71471289,6.690234838,0
3.6061E+14,-73.97711689,40.71490525,4.700794405,0
3.6061E+14,-73.97788017,40.71514917,5.657229061,0
3.6061E+14,-73.97806461,40.71553244,4.617630834,0
3.6061E+14,-73.97857176,40.71568923,6.111185639,0
3.6061E+14,-73.97872319,40.71541612,6.393667366,0
3.6061E+14,-73.97841996,40.71432684,8.319798841,8.068733
3.6061E+14,-73.97711838,40.71385753,6.720409109,0
3.6061E+14,-73.97764305,40.71542292,5.370738156,0
3.6061E+14,-73.97692901,40.71523047,5.682648582,0
3.6061E+14,-73.97820942,40.71937194,7.280380288,3.066744
3.6061E+14,-73.97793576,40.71866446,12.72917642,4.626772
3.6061E+14,-73.97885907,40.7187304,8.912632477,3.95555
3.6061E+14,-73.97891755,40.71783818,8.009930888,4.466669
3.6061E+14,-73.9786369,40.71651927,10.08423429,5.088633
3.6061E+14,-73.97943655,40.71716849,9.118421078,6.088853
3.6061E+14,-73.98012045,40.71674074,7.818323517,7.138563
3.6061E+14,-73.97947533,40.71651391,8.201983738,5.766013
3.6061E+14,-73.97806676,40.71614979,8.208845987,6.19362
3.6061E+14,-73.97489579,40.71666329,11.39984987,0.011439
3.6061E+14,-73.97507201,40.71778037,6.227139783,0
3.6061E+14,-73.97603825,40.71596586,6.418914649,0
3.6061E+14,-73.97527404,40.71773061,5.216225832,0
3.6061E+14,-73.97681258,40.71726118,8.411309693,3.654287
3.6061E+14,-73.97617422,40.71852498,7.815257406,6.391229
3.6061E+14,-73.98324404,40.71787746,8.075845001,10.122938
3.6061E+14,-73.98359006,40.71718565,5.403588218,0
3.6061E+14,-73.98275118,40.71694703,5.146480372,0
3.6061E+14,-73.98288576,40.71669236,5.131400229,0
3.6061E+14,-73.98372016,40.71694783,6.044201495,0
3.6061E+14,-73.98392989,40.71654248,8.392129119,7.009905
3.6061E+14,-73.9843493,40.71581253,6.710230803,10.711971
3.6061E+14,-73.98352711,40.7155296,6.160825665,5.501033
3.6061E+14,-73.98308736,40.71628758,9.200238981,1.442091
3.6061E+14,-73.98108801,40.71645757,5.384976992,0
3.6061E+14,-73.98193835,40.7167122,5.617937086,0
3.6061E+14,-73.98206997,40.71644435,7.694972665,0
3.6061E+14,-73.98186896,40.71591307,11.01855479,0
3.6061E+14,-73.98123419,40.71618933,6.515546784,0
3.6061E+14,-73.98226114,40.71517393,8.230616188,10.112544
3.6061E+14,-73.97982166,40.71607149,6.262738106,0
3.6061E+14,-73.97997487,40.71579999,6.803711913,0
3.6061E+14,-73.9797695,40.71527582,8.827162412,5.262846
3.6061E+14,-73.9805774,40.71488059,7.598445535,8.104969
3.6061E+14,-74.01246646,40.71166695,50.64259371,4.296374
3.6061E+14,-74.01227032,40.70971976,13.67453969,15.839518
3.6061E+14,-74.01327535,40.70983351,23.0599109,0
3.6061E+14,-74.01408413,40.71048499,27.67170216,0
3.6061E+14,-74.01426606,40.70996276,11.0656571,32.71486
3.6061E+14,-74.01442514,40.70946437,10.93548135,54.27128
3.6061E+14,-74.01085401,40.70976519,21.09342456,81.123763
3.6061E+14,-74.01037216,40.71041257,18.70727315,40.300961
3.6061E+14,-74.00995163,40.71097414,15.45134294,72.132882
3.6061E+14,-74.00955656,40.71147871,13.87338908,5.876487
3.6061E+14,-74.01248132,40.70935237,12.99191385,15.783329
3.6061E+14,-74.01147695,40.70895513,17.61420366,47.255781
3.6061E+14,-74.01125076,40.70924618,12.94935976,0
3.6061E+14,-74.01469371,40.70881651,10.37190996,36.242212
3.6061E+14,-74.01382931,40.70851351,20.28090964,11.634077
3.6061E+14,-74.01357291,40.70912206,15.45907036,53.083822
3.6061E+14,-74.01501102,40.7079748,12.0586421,22.763345
3.6061E+14,-74.0120013,40.70824914,24.57569542,21.950339
3.6061E+14,-74.01290705,40.70856805,19.85177387,45.4952
3.6061E+14,-74.01349419,40.70747708,14.46456872,9.968788
3.6061E+14,-74.01451275,40.707181,14.34799929,22.231665
3.6061E+14,-74.01538831,40.70677816,9.162856945,12.120775
3.6061E+14,-74.01585874,40.70578252,11.03243686,56.069094
3.6061E+14,-74.01527809,40.70552055,7.729630047,2.167462
3.6061E+14,-74.01489004,40.70554051,6.927046192,1.489436
3.6061E+14,-74.01418011,40.70544402,14.08040991,57.431919
3.6061E+14,-74.0133523,40.70649222,20.57579109,68.449141
3.6061E+14,-74.01268437,40.70729277,17.94059834,76.057103
3.6061E+14,-74.01460451,40.70471073,4.989654446,0
3.6061E+14,-74.01363938,40.70499385,19.37324068,0
3.6061E+14,-74.01612257,40.70491142,5.924718245,0
3.6061E+14,-74.01462594,40.7046648,5.791131116,0
3.6061E+14,-73.98825275,40.71575948,7.065457078,5.657972
3.6061E+14,-73.98880794,40.71472649,7.14000658,4.486628
3.6061E+14,-73.98285944,40.71472589,7.293111957,0
3.6061E+14,-73.98389986,40.71481267,6.876893619,1.919854
3.6061E+14,-73.98592925,40.71504312,7.702280433,9.046427
3.6061E+14,-73.98583287,40.71854788,6.345642555,7.47711
3.6061E+14,-73.98665707,40.71881642,6.350825778,9.294369
3.6061E+14,-73.98723175,40.71772638,5.355343451,0
3.6061E+14,-73.98640714,40.71745554,5.29735611,0
3.6061E+14,-73.98687459,40.71656231,6.167293239,1.274866
3.6061E+14,-73.98770631,40.71681106,6.75209603,5.905268
3.6061E+14,-73.98411728,40.71812894,7.536853868,3.701428
3.6061E+14,-73.98495998,40.71838416,7.715114048,8.761485
3.6061E+14,-73.98528478,40.7176924,5.075996441,0
3.6061E+14,-73.98501009,40.7173436,5.918440991,0
3.6061E+14,-73.98447166,40.71744641,4.945811002,0
3.6061E+14,-73.98522294,40.71693624,8.002097317,4.443888
3.6061E+14,-73.98602865,40.7163055,6.683274551,18.317619
3.6061E+14,-73.9851898,40.71604151,7.807046556,4.955558
3.6061E+14,-73.99510733,40.7034316,40.60979352,0.578531
3.6061E+14,-74.00364469,40.71124988,6.401935649,0
3.6061E+14,-74.00441166,40.71164665,5.727723289,0
3.6061E+14,-74.00575213,40.71188459,7.417230599,0
3.6061E+14,-74.00639216,40.71163829,9.181918502,24.096519
3.6061E+14,-74.00762303,40.7113028,11.12245445,29.149932
3.6061E+14,-74.00823255,40.71078344,13.20586526,51.851228
3.6061E+14,-74.00710244,40.71103653,12.98913345,16.046654
3.6061E+14,-74.00643159,40.71055976,19.03877208,22.622646
3.6061E+14,-74.00574579,40.71105596,20.14840034,106.028843
3.6061E+14,-74.00471685,40.7111656,11.78809486,32.679886
3.6061E+14,-74.00378737,40.71102098,6.125933497,0
3.6061E+14,-74.00382815,40.710788,8.39242181,0
3.6061E+14,-74.0049319,40.71030036,14.046928,25.152992
3.6061E+14,-74.00545544,40.70988842,13.02386022,25.058275
3.6061E+14,-74.00579901,40.70950733,12.85116888,50.740575
3.6061E+14,-74.00691604,40.71007714,14.54269929,20.806862
3.6061E+14,-74.00255031,40.71045625,6.291482008,0
3.6061E+14,-74.0027354,40.7104024,6.859859393,0
3.6061E+14,-74.00362618,40.71075779,6.537990747,0
3.6061E+14,-74.0035133,40.70944004,11.46884639,19.021228
3.6061E+14,-74.00524637,40.70916673,6.615954575,0
3.6061E+14,-74.00093908,40.70921005,5.931555475,0
3.6061E+14,-74.00058858,40.70859615,7.134902086,0
3.6061E+14,-74.00171346,40.70887774,6.171778716,10.694793
3.6061E+14,-74.00084055,40.7078627,10.06761968,7.218334
3.6061E+14,-74.00112726,40.7073003,5.852377232,0
3.6061E+14,-74.00147161,40.7076492,8.263016588,0
3.6061E+14,-74.00199212,40.70725852,11.39730668,9.968999
3.6061E+14,-74.00024153,40.70854538,6.422834963,0
3.6061E+14,-74.00296657,40.70673953,13.05693515,15.467968
3.6061E+14,-74.00334486,40.70723344,11.46179158,8.271362
3.6061E+14,-74.00357957,40.70764824,7.987814843,5.588041
3.6061E+14,-74.00269811,40.70824403,7.841319701,0
3.6061E+14,-74.0018099,40.70801068,7.782174978,0
3.6061E+14,-74.00121001,40.70830891,8.960907482,9.41135
3.6061E+14,-74.0024037,40.70771393,9.072620542,11.838626
3.6061E+14,-74.0015038,40.70621434,31.24536173,8.761075
3.6061E+14,-74.00390004,40.7078346,7.439676965,0
3.6061E+14,-74.00413966,40.70828695,11.82602552,21.968605
3.6061E+14,-74.00866644,40.71023634,17.33304851,16.622102
3.6061E+14,-74.0091937,40.7097089,15.37713529,27.442513
3.6061E+14,-74.00775152,40.70968204,17.34761763,18.614789
3.6061E+14,-74.00714079,40.70931149,18.14718032,52.002076
3.6061E+14,-74.00642822,40.70890807,18.59967162,54.547376
3.6061E+14,-74.0070783,40.70829016,16.62301593,56.740136
3.6061E+14,-74.00811721,40.70879107,23.75277092,68.673621
3.6061E+14,-74.00868144,40.70839177,17.17939712,52.192544
3.6061E+14,-74.00926232,40.70894314,12.64274779,33.145508
3.6061E+14,-74.00982701,40.70928034,18.06744705,39.713984
3.6061E+14,-74.0074418,40.7078165,21.91644861,36.607855
3.6061E+14,-74.00791206,40.7076476,8.131573907,0
3.6061E+14,-74.00564461,40.70881703,8.632796655,5.140899
3.6061E+14,-74.00564263,40.70839525,15.67513029,44.081505
3.6061E+14,-74.00515573,40.70789307,18.38148189,34.158484
3.6061E+14,-74.00475463,40.70736915,16.1204729,51.263695
3.6061E+14,-74.00434031,40.70691996,12.87782881,65.9072
3.6061E+14,-74.00568689,40.70690848,19.4089982,49.740384
3.6061E+14,-74.00618961,40.70770135,16.97021819,54.263805
3.6061E+14,-74.00673935,40.70727276,22.03749383,42.387525
3.6061E+14,-74.0062405,40.70656676,13.04072924,36.161023
3.6061E+14,-74.00561309,40.70608746,10.10047025,13.868345
3.6061E+14,-74.00511616,40.70642171,11.08973308,48.224988
3.6061E+14,-74.00452633,40.70592075,15.93280267,10.372791
3.6061E+14,-74.00383837,40.70635826,14.06258276,6.204616
3.6061E+14,-74.00387085,40.70569971,6.245410013,0
3.6061E+14,-74.00309813,40.70540515,20.91167815,0.078592
3.6061E+14,-74.00498194,40.70562208,9.879930986,0.005997
3.6061E+14,-73.99688525,40.70178867,153.7248325,0.003561
3.6061E+14,-73.99403771,40.7169064,6.351540644,0.769303
3.6061E+14,-73.99462553,40.71771823,6.489878213,9.092192
3.6061E+14,-73.9952245,40.71657552,7.060464994,11.264075
3.6061E+14,-73.99541877,40.71571103,5.396822408,1.246706
3.6061E+14,-73.99598342,40.71480476,6.573027395,28.502535
3.6061E+14,-73.99462533,40.71507167,5.401493738,0.011869
3.6061E+14,-73.99212188,40.71695453,7.223420727,7.365273
3.6061E+14,-73.9929607,40.71720931,7.710113986,8.507815
3.6061E+14,-73.9927099,40.71580446,7.730578279,10.023588
3.6061E+14,-73.99355048,40.71605934,8.941699467,11.942246
3.6061E+14,-73.99403274,40.71501995,6.666871661,5.882553
3.6061E+14,-73.99326578,40.71479176,6.498126517,7.550219
3.6061E+14,-73.98985673,40.71626573,7.384392793,10.685621
3.6061E+14,-73.99063148,40.71650585,8.37413652,11.438584
3.6061E+14,-73.9912491,40.71668961,6.262583239,9.070853
3.6061E+14,-73.99159727,40.71681219,4.754869128,0
3.6061E+14,-73.99044489,40.71515124,8.243195912,10.618289
3.6061E+14,-73.99122435,40.71535374,8.646653908,10.485403
3.6061E+14,-73.99184656,40.71554197,6.364916643,8.150134
3.6061E+14,-73.99219918,40.71565015,4.848063003,0
3.6061E+14,-73.99267986,40.71469893,5.275955951,0
3.6061E+14,-73.99227346,40.71471064,6.771126294,9.864988
3.6061E+14,-73.99165961,40.71463278,7.296556371,6.780484
3.6061E+14,-73.99103927,40.71457804,5.114862221,0
3.6061E+14,-73.99039992,40.71454962,5.966680034,0.146623
3.6061E+14,-73.98851813,40.7170603,5.780040695,5.378327
3.6061E+14,-73.98931238,40.71731343,7.193362091,13.115423
3.6061E+14,-73.99009105,40.71755645,8.56726553,8.277677
3.6061E+14,-73.99070784,40.71774398,7.126737106,7.995319
3.6061E+14,-73.99107199,40.71785633,4.670448433,0
3.6061E+14,-73.98803503,40.71798963,5.008234526,1.276399
3.6061E+14,-73.98884009,40.718232,5.648609005,2.946015
3.6061E+14,-73.98962329,40.7184678,6.050031199,8.116919
3.6061E+14,-73.99024213,40.71865341,5.79198208,7.224508
3.6061E+14,-73.99060799,40.71875965,4.106472918,0
3.6061E+14,-73.98747462,40.7190764,5.381189925,8.704257
3.6061E+14,-73.98827848,40.71932408,6.183199512,10.914727
3.6061E+14,-73.98906304,40.7195601,7.029253187,12.52573
3.6061E+14,-73.98968164,40.71974031,6.013318599,7.115495
3.6061E+14,-73.99003317,40.71986766,4.140047247,0.172265
3.6061E+14,-73.99056415,40.72000707,6.186571933,8.747111
3.6061E+14,-73.99139595,40.72026481,6.059010169,16.992321
3.6061E+14,-73.9922014,40.72050707,5.509057553,0.414788
3.6061E+14,-73.99316886,40.72081281,6.109761882,10.60433
3.6061E+14,-73.99368047,40.71970146,5.346933594,7.232409
3.6061E+14,-73.99299608,40.71895726,5.175716571,0.113972
3.6061E+14,-73.99410141,40.71877945,6.363376594,8.629158
3.6061E+14,-73.99159388,40.71800775,7.656658297,8.861177
3.6061E+14,-73.9924222,40.71826217,7.905239292,9.45017
3.6061E+14,-73.99112185,40.71892522,6.598969901,7.70556
3.6061E+14,-73.99195312,40.7191749,6.224867375,8.673623
3.6061E+14,-73.97655755,40.72147883,9.24791112,6.709945
3.6061E+14,-73.97566276,40.72156561,10.2691508,5.988209
3.6061E+14,-73.97533902,40.72064115,7.790537042,6.108071
3.6061E+14,-73.97477555,40.72015949,6.040652492,0
3.6061E+14,-73.97389503,40.72013232,50.081659,0
3.6061E+14,-73.97496726,40.71891757,6.066185379,0
3.6061E+14,-73.97526588,40.71982785,9.619084287,7.499285
3.6061E+14,-73.97575238,40.72007904,70.06282709,7.399701
3.6061E+14,-73.97658138,40.720345,17.00938845,4.203707
3.6061E+14,-73.97726101,40.72110511,7.60345334,4.387796
3.6061E+14,-73.97766617,40.72064816,8.586266694,8.410944
3.6061E+14,-73.97553504,40.71927493,6.925664652,4.598604
3.6061E+14,-73.97525899,40.71896427,6.093784372,0
3.6061E+14,-73.97627933,40.71951976,7.163187518,4.881104
3.6061E+14,-73.97759726,40.71993029,6.356230301,6.691425
3.6061E+14,-74.00838793,40.71548078,8.332631756,12.587712
3.6061E+14,-74.00881362,40.71494781,9.8052053,16.912938
3.6061E+14,-74.00735203,40.71427847,9.333796429,26.120537
3.6061E+14,-74.00691806,40.7148078,9.600051104,11.308649
3.6061E+14,-74.00779853,40.71371617,11.11807496,25.195464
3.6061E+14,-74.00925806,40.71437956,11.22687504,14.006772
3.6061E+14,-74.00969564,40.71382819,14.3532084,33.311759
3.6061E+14,-74.00824678,40.71316959,12.04484003,35.180035
3.6061E+14,-74.0086703,40.71263405,13.38735347,49.959122
3.6061E+14,-74.0101224,40.71329619,14.20068549,41.132497
3.6061E+14,-74.01062338,40.71272727,18.90023824,50.598063
3.6061E+14,-74.00913722,40.71205892,13.1403402,55.442837
3.6061E+14,-74.01006311,40.71623913,9.533627137,18.101989
3.6061E+14,-74.0102456,40.71560863,10.13743627,13.180657
3.6061E+14,-74.01200675,40.71639347,10.43345399,17.758235
3.6061E+14,-74.01229955,40.71558788,14.69801238,35.862415
3.6061E+14,-74.01056715,40.71497593,11.35735191,13.453367
3.6061E+14,-74.01088247,40.71437466,12.38811221,29.406258
3.6061E+14,-74.01243313,40.71456441,15.64319197,38.727886
3.6061E+14,-74.01187291,40.71334381,13.05603279,78.311373
3.6061E+14,-74.01305754,40.71383977,13.68369478,68.768359
3.6061E+14,-74.01119318,40.71380445,13.99555992,0
3.6061E+14,-74.0090907,40.71591557,6.580008169,0
3.6061E+14,-73.9820545,40.72022128,7.195814727,4.518189
3.6061E+14,-73.98290519,40.72048125,8.031080257,8.204904
3.6061E+14,-73.98373892,40.72073341,7.625776517,7.398237
3.6061E+14,-73.98265542,40.71901392,7.920622336,9.090909
3.6061E+14,-73.98393881,40.71941083,9.2151213,5.747195
3.6061E+14,-73.98139985,40.71909394,7.352169667,3.119991
