STATEFIP,COUNTYFIPS,totalpop,targage1wtd,targage2wtd,malewtd,femalewtd,targ1wtd,targ2wtd,coveredwtd,insurlikelywtd,likelytarg1wtd,targage1pp,targage2pp,malepp,femalepp,targ1pp,targ2pp,coveredpp,insurlikelypp,likelytarg1pp
41,5,816124,36954,27122,195079,199766,17611,13321,362767,115849,0,3,2,3,3,3,2,3,3,0
39,153,1080600,48921,41716,262313,279500,23701,20665,497141,184622,0,5,4,4,5,4,4,5,5,0
48,209,408940,18510,28321,92600,92933,9014,14340,156059,39454,1,1,2,1,1,1,3,1,0,100
41,67,1165558,52755,39688,277793,285947,25485,19687,506398,149843,0,5,4,5,5,5,4,5,4,0
39,7,196462,8891,6654,49231,49825,4403,3225,86399,40353,0,0,0,0,0,0,0,0,0,0
26,145,384652,17397,17662,94742,100502,8686,8829,179631,84010,0,1,1,1,1,1,1,1,2,0
12,73,575644,26006,57560,135365,149383,13916,30125,254160,71740,0,2,6,2,2,2,6,2,1,0
9,5,365142,16496,11433,91645,93386,7964,5380,174663,61743,0,1,1,1,1,1,1,1,1,0
36,1,617692,27886,37838,149100,158415,13876,18995,290239,98516,0,2,4,2,2,2,4,2,2,0
48,91,269576,12170,7737,61034,63274,6301,3627,106554,37334,0,1,0,0,0,1,0,0,0,0
18,19,232062,10471,8062,55251,58744,5173,3981,100588,35341,0,0,0,0,0,0,0,0,0,0
18,91,220030,9918,8251,57543,53533,4956,3515,95175,39285,0,0,0,0,0,0,0,0,0,0
44,7,1267346,57096,62765,306591,324914,28683,31605,571305,240994,0,5,6,5,5,6,6,6,6,0
26,99,1735460,78062,63364,418522,441045,36500,30967,791141,289625,0,8,6,8,8,7,6,8,8,0
53,63,998144,44883,43961,240540,245624,21505,21788,439998,187489,0,4,4,4,4,4,4,4,5,0
34,23,1674146,75257,69761,409048,422877,36313,33989,741894,201930,0,7,7,7,7,7,7,8,5,0
6,17,371250,16686,11738,91312,91632,8068,5308,168880,61493,0,1,1,1,1,1,1,1,1,0
24,15,205206,9217,8289,50674,51425,4627,4114,93701,32652,0,0,0,0,0,0,0,0,0,0
13,245,403294,18110,21181,97523,103921,8722,9902,171197,78683,0,1,2,1,1,1,2,1,2,0
55,63,236244,10601,16683,56893,60658,4883,9255,110906,34086,0,0,1,0,0,0,1,0,0,0
2,20,596384,26755,29185,152851,146347,12694,12576,257981,76730,0,2,3,2,2,2,2,2,2,0
29,95,1383602,62056,52483,330983,352995,29864,27013,591117,207782,0,6,5,6,6,6,5,6,5,0
27,123,1081298,48434,48760,258511,273402,23061,25615,493377,189702,0,4,5,4,4,4,5,5,5,0
17,143,370012,16561,15586,90706,96408,8395,7932,172759,71367,0,1,1,1,1,1,1,1,1,0
39,35,2498704,111744,98929,598899,659450,54649,49764,1154207,495199,0,11,10,11,12,11,11,13,13,0
36,29,1842092,82281,79871,446952,475338,39800,39274,874321,351733,0,8,8,8,8,8,8,9,9,0
1,73,1319042,58832,51553,311825,347416,29342,26231,587848,225754,0,6,5,5,6,6,5,6,6,0
1,81,317982,14182,26692,75806,78075,6752,13168,139187,40398,0,1,2,1,1,1,2,1,0,0
24,31,2087726,93102,69645,494642,532323,45052,34334,931291,250722,0,9,7,9,10,9,7,10,6,0
18,157,376118,16770,39877,93699,89571,8261,17328,163449,40176,0,1,4,1,1,1,3,1,0,0
24,43,300584,13393,11071,76156,73481,6475,4784,137176,61003,0,1,1,1,0,1,0,1,1,0
17,31,10406998,463398,426903,2535888,2691781,227846,213854,4572620,1764541,0,49,47,51,52,50,48,54,49,0
12,113,340994,15143,12080,83381,80261,7914,5037,141656,49147,0,1,1,1,1,1,0,1,1,0
18,97,1882458,83542,79988,448959,482676,40929,41400,799683,333244,0,8,8,8,9,8,9,9,9,0
48,451,236772,10500,12935,57502,58668,5229,5952,96042,35369,0,0,1,0,0,0,1,0,0,0
21,117,329890,14612,11510,80839,82618,7227,5386,150435,50352,0,1,1,1,1,1,1,1,1,0
48,375,241664,10691,10547,62802,59175,5259,5179,89491,39657,0,0,1,0,0,0,1,0,0,0
4,19,2032412,89667,105283,494012,509190,44035,51385,875456,396638,0,9,11,9,9,9,11,9,11,0
48,41,440834,19439,53420,106418,103144,9329,24812,177936,42690,0,1,5,1,1,1,5,1,1,0
12,57,2752476,121308,108816,644790,678091,59470,54741,1120785,424896,0,12,11,12,12,12,12,12,11,0
22,109,226440,9972,9039,55882,57242,4999,4412,93444,37667,0,0,0,0,0,0,0,0,0,0
28,47,406468,17891,17591,98341,100329,8552,7936,163788,71509,0,1,1,1,1,1,1,1,1,0
53,53,1722624,75774,71047,412666,420542,37712,33252,753911,270155,1,7,7,7,7,8,7,8,7,100
42,75,277726,12209,10273,66903,69973,6094,4880,122653,47468,0,1,0,0,0,1,0,0,1,0
26,21,308020,13530,11318,75905,79133,6937,5285,139859,61976,0,1,1,1,1,1,1,1,1,0
9,15,232384,10195,10901,58388,58801,4925,5266,110385,44151,0,0,1,0,0,0,1,0,1,0
1,3,417126,18258,12683,97155,102449,8928,6091,173940,69795,0,1,1,1,1,1,1,1,1,0
18,105,290992,12711,34351,71243,71683,6189,16989,127706,34309,0,1,3,0,0,1,3,1,0,0
6,95,880414,38451,36141,213170,216285,18690,16781,390334,150640,0,3,3,3,3,3,3,4,4,0
8,69,679986,29688,41743,162119,163157,14672,20251,295824,90444,0,2,4,2,2,2,4,3,2,0
37,119,2109670,92078,79196,485703,525597,45384,40538,868359,256097,0,9,8,9,9,9,8,9,7,0
32,3,4311328,187886,160038,1035720,1034153,92593,78416,1715025,603213,0,20,17,20,19,20,17,19,16,0
39,113,1062478,46280,43385,256154,276340,22244,21697,483027,210438,0,4,4,4,4,4,4,5,5,0
17,119,531518,23141,20780,130249,136868,11395,10468,247112,94858,0,2,2,2,2,2,2,2,2,0
5,119,786500,34214,30988,188024,203642,16673,14980,345480,141339,0,3,3,3,3,3,3,3,3,0
36,91,454106,19752,16134,111145,113806,10183,7712,215474,64445,0,1,1,1,1,1,1,2,1,0
53,67,550444,23940,20403,130441,135896,11289,10122,242502,88732,0,2,2,2,2,2,2,2,2,0
24,33,1816098,78926,80960,431382,465926,38413,39526,780128,262383,0,8,8,8,8,8,8,8,7,0
53,61,1575240,68433,56404,379786,378970,34362,26588,689277,205893,0,7,6,7,7,7,5,7,5,0
19,103,293094,12692,26420,70437,71494,6733,13287,133508,31520,0,1,2,0,0,1,2,1,0,0
39,29,207370,8965,6953,52738,52522,4417,3385,93029,42488,0,0,0,0,0,0,0,0,1,0
12,95,2628734,113636,126138,617941,637796,57068,63202,1031015,354043,0,12,13,12,12,12,14,11,9,0
12,33,630374,27243,33396,153802,155583,13171,14943,270846,106426,0,2,3,2,2,2,3,2,2,0
17,115,213100,9207,8571,52044,56487,4604,4365,99205,46072,0,0,0,0,0,0,0,0,1,0
6,79,565774,24441,37209,142713,136670,11818,16169,250477,88942,0,2,3,2,2,2,3,2,2,0
22,55,482796,20855,21987,114914,120226,10367,11239,202969,64755,0,1,2,1,1,1,2,1,1,0
34,29,1184994,51156,37542,282007,304054,24592,18344,539069,236449,0,5,4,5,5,5,3,5,6,0
6,89,359262,15482,12973,88029,91134,7262,6110,157292,83676,0,1,1,1,1,1,1,1,2,0
55,139,339772,14627,18343,85368,84011,7434,9070,158167,52816,0,1,1,1,1,1,1,1,1,0
40,109,1565940,67388,63576,373897,390624,32644,32285,636497,241572,0,7,6,7,7,6,7,7,6,0
12,105,1332298,57325,47826,312304,325438,27645,23557,538333,262480,0,5,5,5,5,5,5,5,7,0
21,111,1530704,65836,58143,367263,392759,32580,28555,692689,270326,0,6,6,6,7,6,6,7,7,0
51,700,363650,15628,20058,88172,93352,7842,9584,160041,53426,0,1,2,1,1,1,1,1,1,0
47,9,257340,11029,8889,61475,64640,5483,4494,112777,45971,0,0,0,0,0,0,0,0,1,0
6,85,3838804,164496,141590,949162,934872,80704,67207,1740147,491430,0,17,15,18,18,17,15,20,13,0
51,810,905204,38723,40508,221321,228481,18391,19218,409148,100634,0,3,4,4,4,3,4,4,2,0
23,19,303612,12980,14968,75534,77380,6489,6962,137653,60321,0,1,1,1,1,1,1,1,1,0
23,11,241138,10301,9154,59032,61929,5140,4406,111183,47332,0,0,0,0,0,0,0,0,1,0
12,1,526992,22478,48703,124312,132231,11491,24995,223842,67876,0,2,5,2,2,2,5,2,1,0
42,101,3135744,133582,155741,738465,822340,66024,79542,1374843,661372,0,14,17,14,15,14,17,15,18,0
48,485,263676,11222,16307,69125,63465,4974,6343,106534,42296,0,0,1,0,0,0,1,0,1,0
24,5,1662052,70681,66988,390268,434919,34599,34024,764552,254593,0,7,7,7,8,7,7,8,7,0
6,73,6635498,282093,317329,1633500,1618824,137325,142282,2854348,964496,0,30,35,32,31,30,31,33,27,0
31,109,619274,26256,40005,150590,151272,12860,19897,272891,74796,0,2,4,2,2,2,4,2,1,0
39,49,2529036,107161,111463,601343,629954,53687,55663,1103039,370542,0,11,12,11,11,11,12,12,10,0
18,167,215862,9145,14747,54878,53376,4700,7141,93329,38799,0,0,1,0,0,0,1,0,0,0
12,11,3819264,161654,133552,906474,957305,79245,65305,1525397,566159,0,17,14,17,18,17,14,17,15,0
17,161,289568,12252,11637,72499,74136,5847,5668,133611,58045,0,1,1,0,0,1,1,1,1,0
42,51,265466,11230,8855,66028,68020,5336,4401,121414,57831,0,0,0,0,0,0,0,0,1,0
6,7,453728,19141,29880,110945,112889,9684,14492,199410,98359,1,1,3,1,1,1,3,1,2,100
13,51,578164,24355,29210,136669,146159,11828,14770,234912,85186,0,2,3,2,2,2,3,2,2,0
20,45,238880,10054,24996,57562,58644,5361,11862,103773,23286,0,0,2,0,0,0,2,0,0,0
53,73,433600,18249,27030,103967,105848,8949,13827,188538,70327,0,1,2,1,1,1,2,1,1,0
39,139,242214,10191,9337,61502,60249,5110,4254,105187,49733,0,0,0,0,0,0,0,0,1,0
27,109,306204,12880,10259,73347,76767,5966,5339,142125,41558,0,1,0,0,1,1,1,1,1,0
32,31,907232,38050,37256,220949,219103,18070,18450,378254,133548,0,3,3,3,3,3,4,4,3,0
24,3,1136692,47555,43479,276700,282748,23247,19863,523630,141994,0,4,4,5,5,4,4,5,3,0
9,11,539602,22568,25141,136378,136034,11295,10588,258220,95584,0,2,2,2,2,2,2,2,2,0
6,23,273292,11409,14884,67274,67627,5551,7361,116241,59331,0,0,1,0,0,0,1,0,1,0
41,39,739038,30804,41281,177108,182928,15949,20001,321622,144547,0,3,4,3,3,3,4,3,3,0
25,3,253806,10549,11052,62135,66711,5084,5660,124758,58875,0,0,1,0,0,0,1,1,1,0
21,67,636898,26355,39074,152681,158688,13919,19374,278611,87636,0,2,4,2,2,2,4,2,2,0
19,13,265808,10994,17864,64717,67865,5701,9203,123666,43433,0,0,1,0,0,0,1,0,1,0
5,125,237406,9812,7085,57026,58590,5196,3467,106484,41561,0,0,0,0,0,0,0,0,1,0
55,25,1062546,43837,60444,256135,260599,21285,29998,485433,120300,0,4,6,4,4,4,6,5,3,0
6,41,521302,21455,13554,126860,132429,10451,6325,243418,80507,0,2,1,2,2,2,1,2,2,0
38,17,350498,14419,23879,84331,82674,7553,11651,153362,37771,0,1,2,1,1,1,2,1,0,0
6,97,1006140,41370,38101,244242,253363,19669,18724,448394,167901,0,4,4,4,4,4,4,4,4,0
36,47,5258300,216038,214605,1234643,1372234,107388,109535,2322853,1152968,0,23,23,24,26,23,24,27,32,0
12,111,613014,25109,19060,143070,150442,11640,9544,242497,126481,0,2,1,2,2,2,1,2,3,0
27,53,2464966,100572,92769,596833,613134,49734,45631,1127709,348873,0,10,10,11,11,10,10,12,9,0
53,35,529622,21607,23544,131054,126457,10518,9524,237334,83932,0,2,2,2,2,2,1,2,2,0
18,163,363442,14818,16835,87625,94046,7246,9125,162752,61040,0,1,1,1,1,1,1,1,1,0
12,31,1852510,75500,76485,436020,464616,36237,38036,776012,296763,0,7,8,8,8,7,8,8,8,0
41,29,433054,17584,14514,102976,107799,8237,7432,186152,95887,0,1,1,1,1,1,1,1,2,0
47,65,715476,28946,29219,169458,182080,14237,15272,314091,116536,0,2,3,2,3,2,3,3,3,0
42,21,269464,10871,11074,67875,69983,5377,5210,127609,56519,0,0,1,0,0,0,1,1,1,0
15,1,396898,15997,13394,96279,97220,7456,6670,181183,85171,0,1,1,1,1,1,1,1,2,0
12,101,1024736,41266,29225,237556,250849,19750,14566,420552,195536,0,4,3,4,4,4,3,4,5,0
35,49,297302,11952,9213,71723,75592,6181,4501,125549,58375,0,1,0,0,1,1,0,1,1,0
42,3,2450730,97545,98206,592651,636746,47586,49214,1152109,392667,0,10,10,11,12,10,10,13,10,0
6,1,3295408,131112,127174,786870,819060,65411,62910,1471713,467894,0,13,13,15,15,14,14,17,13,0
37,63,612424,24301,26060,141028,153650,12114,13417,252653,82785,0,2,2,2,2,2,2,2,2,0
15,3,1985210,78679,89196,497028,490025,38388,38448,942433,292302,0,8,9,9,9,8,8,10,8,0
42,129,710916,28148,24334,174991,184184,13527,11475,338465,130741,0,2,2,3,3,2,2,3,3,0
44,3,329228,12940,10489,79619,85336,6093,5162,156344,53701,0,1,1,1,1,1,0,1,1,0
12,99,2887620,113459,93143,676537,722490,54722,45616,1174877,511753,0,11,10,13,13,11,10,13,14,0
37,49,206890,8123,11703,52761,51432,4248,4367,91813,37981,0,0,1,0,0,0,0,0,0,0
48,453,2398646,94144,101992,578229,570150,46626,50565,960242,249408,0,9,11,11,10,10,11,10,6,0
37,21,512176,20062,16811,120206,129776,9589,8458,217236,87189,0,1,1,1,2,1,1,2,2,0
41,17,362614,14127,10271,84491,86319,6982,4960,149656,64077,0,1,0,1,1,1,0,1,1,0
42,107,287146,11153,9322,74257,71345,5225,3991,129206,54465,0,0,0,1,0,0,0,1,1,0
12,9,1158260,44885,36681,273471,287122,21619,17081,484255,220561,0,4,3,5,5,4,3,5,6,0
12,91,402340,15551,17311,99214,96641,7240,7306,169665,58825,0,1,1,1,1,1,1,1,1,0
24,510,1229328,47122,60275,292691,328544,23238,31886,564350,277761,0,4,6,5,6,4,7,6,7,0
6,81,1529594,58506,48902,371511,383100,28267,23432,699677,205270,0,6,5,7,7,5,5,7,5,0
47,37,1368820,52089,59864,321478,345678,26487,30792,570949,198370,0,5,6,6,6,5,6,6,5,0
12,53,365670,13868,10008,85052,91713,6811,5027,151778,84135,0,1,0,1,1,1,0,1,2,0
41,19,216914,8178,6746,53252,54171,3884,3131,96654,55638,0,0,0,0,0,0,0,0,1,0
53,33,4299940,160474,154695,1037942,1041203,79186,75395,1907930,530411,0,17,17,20,20,17,16,22,14,0
36,81,4666108,173472,182768,1120386,1190330,83986,90927,1988047,893050,0,18,20,22,23,18,20,23,25,0
29,510,622808,22843,29384,152545,162915,10930,15261,267882,114105,0,2,3,2,2,2,3,2,3,0
4,25,451124,16541,12476,107164,111422,7943,5821,189709,105212,1,1,1,1,1,1,1,1,2,100
12,71,1444672,52394,41974,333525,347555,26030,20583,566004,285109,0,5,4,6,6,5,4,6,7,0
22,71,782990,28296,34001,182687,199848,14176,17809,327329,147637,0,2,3,3,3,2,3,3,4,0
12,83,698040,25181,20915,164345,176060,11749,10042,283750,161430,0,2,2,2,2,2,2,2,4,0
12,81,751776,27118,21265,170687,182646,13048,10323,299080,144773,0,2,2,2,3,2,2,3,3,0
45,51,644684,23155,20883,145376,154934,11193,10491,250060,121206,0,2,2,2,2,2,2,2,3,0
10,5,440502,15811,12897,102479,108829,7864,6171,191512,97948,0,1,1,1,1,1,1,1,2,0
12,85,317402,11361,8233,75563,77504,5357,3919,130852,63635,0,0,0,1,1,0,0,1,1,0
12,21,730272,26014,20098,170781,177251,12875,9079,281223,145597,0,2,2,2,3,2,1,2,3,0
51,760,446340,15739,25687,102882,113943,8492,13419,183358,73144,0,1,2,1,1,1,2,1,1,0
25,25,1568460,55062,100296,371429,396622,27494,52277,731960,300437,0,5,10,7,7,5,11,8,8,0
34,17,1355966,47488,53267,331956,336591,23013,25549,549486,209713,0,4,5,6,6,4,5,6,5,0
12,103,1921460,66429,57727,450321,489268,32826,28830,807654,363638,0,6,6,8,9,6,6,9,10,0
12,61,303126,10309,8944,69933,75446,4673,4500,122206,68846,0,0,0,0,1,0,0,0,1,0
41,51,1599532,54073,58964,385506,392969,27045,29453,698875,249265,0,5,6,7,7,5,6,7,6,0
12,17,287242,9423,6435,67917,72624,4587,3165,122643,80444,0,0,0,0,0,0,0,0,2,0
37,19,253906,7917,5811,57824,61403,3674,2962,102929,55168,0,0,0,0,0,0,0,0,1,0
12,115,825138,25151,20088,190016,208229,11979,9889,346711,179754,0,2,2,3,3,2,2,3,4,0
12,15,356930,10406,8023,82823,86705,4695,3815,145716,88815,0,0,0,1,1,0,0,1,2,0
36,61,3287468,87557,139926,773545,861358,45487,75760,1512081,536665,0,9,15,15,16,9,16,17,15,0
51,13,460100,11637,16008,112781,113249,5634,7902,206738,32984,0,0,1,1,1,0,1,1,0,0
51,510,311620,7328,7998,73215,78193,3577,4295,129549,26905,0,0,0,0,1,0,0,1,0,0
6,75,1741774,40130,58494,433165,416623,20512,29208,791378,243045,0,4,6,8,7,4,6,8,6,0
