STATE,COUNTY,TOTAL,NUM.M11-12,NUM.F11-12,NUM.M11-12,PP.F11-12,PP.M11-12,PPF11-12,PP.M18-26,PP.F18-26
16,13,384552,3337,3295,9617,8993,0.00867763,0.008568412,0.025008321,0.023385654
16,15,125040,1071,1033,2078,1891,0.008565259,0.008261356,0.016618682,0.015123161
16,17,740886,5923,5721,16474,15987,0.007994482,0.007721836,0.02223554,0.021578219
16,19,1927990,20655,19592,61871,64069,0.01071323,0.010161878,0.032090934,0.033230981
16,21,198986,1870,1797,4412,4194,0.009397646,0.009030786,0.022172414,0.02107686
16,23,48910,495,441,1055,1000,0.01012063,0.009016561,0.021570231,0.020445717
16,25,19496,136,184,350,358,0.00697579,0.009437833,0.0179524,0.018362741
16,27,3545010,38364,36755,114112,117767,0.010821972,0.010368095,0.032189472,0.033220499
16,29,123636,1293,1194,3118,2828,0.010458119,0.009657381,0.025219192,0.022873597
16,31,418732,4979,4564,12991,11773,0.01189066,0.010899573,0.031024617,0.028115835
16,33,16472,182,171,655,377,0.011049053,0.010381253,0.039764449,0.022887324
16,35,154826,1073,890,4358,2579,0.006930361,0.005748389,0.028147727,0.016657409
16,37,76742,577,504,1654,1529,0.007518699,0.00656746,0.021552735,0.019923901
16,39,475850,4037,3956,26145,19512,0.008483766,0.008313544,0.054943785,0.041004518
16,41,232500,3143,2803,6083,5790,0.01351828,0.012055914,0.026163441,0.024903226
16,43,234660,2516,2286,6718,6269,0.010721896,0.009741754,0.028628654,0.026715248
16,45,302200,2684,2623,7608,7081,0.008881535,0.008679682,0.025175381,0.023431502
16,47,275128,2870,2708,8693,7340,0.010431508,0.009842691,0.031596202,0.026678491
16,49,293112,2279,2038,7434,5346,0.007775185,0.006952974,0.025362319,0.018238762
16,51,480636,5821,5697,13771,13942,0.012111036,0.011853045,0.02865162,0.029007399
16,53,406410,4195,4004,14079,12972,0.010322089,0.00985212,0.034642356,0.031918506
16,55,2590898,22850,21968,78951,78599,0.008819336,0.008478913,0.030472446,0.030336586
16,57,685218,4327,4034,49247,40816,0.006314779,0.005887178,0.071870558,0.059566445
16,59,141094,1014,890,2829,2687,0.007186698,0.006307852,0.020050463,0.019044042
16,61,68768,528,539,1582,1430,0.00767799,0.007837948,0.023004886,0.020794556
16,63,94464,1107,1027,2803,2658,0.01171875,0.010871867,0.02967268,0.028137703
16,65,682350,5662,5375,63934,55805,0.008297794,0.007877189,0.093696783,0.081783542
16,67,364148,3649,3426,11380,10281,0.010020651,0.009408263,0.03125103,0.028233026
16,69,714564,5632,5241,24269,23858,0.007881729,0.007334542,0.033963368,0.033388192
16,71,76884,862,765,1585,1604,0.011211696,0.009950055,0.020615473,0.020862598
16,73,205404,2084,2073,5962,5135,0.010145859,0.010092306,0.029025725,0.024999513
16,75,408612,4189,3761,11256,11023,0.010251779,0.009204331,0.027546915,0.026976692
16,77,139500,1493,1391,4378,4126,0.010702509,0.009971326,0.031383513,0.029577061
16,79,227512,1766,1627,5452,5137,0.007762228,0.007151271,0.023963571,0.022579029
16,81,185698,1802,1669,5330,4742,0.009703928,0.008987711,0.028702517,0.025536085
16,83,1429650,13280,12909,48040,49255,0.009288987,0.009029483,0.03360263,0.034452488
16,85,177196,1249,1190,3813,3407,0.007048692,0.006715727,0.021518544,0.019227296
16,87,181814,1676,1684,4080,3787,0.009218212,0.009262213,0.022440516,0.020828979
17,1,1206624,9798,9332,36725,37592,0.008120177,0.007733975,0.030436159,0.031154693
17,3,135926,1012,1052,4067,3859,0.007445228,0.007739505,0.029920692,0.028390448
17,5,313338,2325,2204,11429,9297,0.007420102,0.007033938,0.036474989,0.029670835
17,7,969814,10330,10022,26919,24804,0.010651527,0.01033394,0.027756869,0.025576038
17,9,123672,670,642,9216,2516,0.005417556,0.005191151,0.074519697,0.020344136
17,11,617300,5204,5018,16303,15707,0.008430261,0.008128949,0.026410173,0.025444678
17,13,90276,702,683,2390,1991,0.007776153,0.007565687,0.026474367,0.022054588
17,15,270690,2165,1901,7048,6162,0.007998079,0.007022794,0.026037164,0.022764047
17,17,239770,2164,1959,7457,6572,0.009025316,0.00817033,0.031100638,0.027409601
17,19,3676896,23455,22944,244286,216655,0.006379022,0.006240046,0.066438104,0.058923342
17,21,617098,4954,4460,19916,16466,0.008027898,0.007227377,0.032273642,0.026682958
17,23,291268,2368,2382,8050,7877,0.00812997,0.008178035,0.027637777,0.027043822
17,25,244992,1965,1927,6896,6645,0.00802067,0.007865563,0.028147858,0.027123335
17,27,681576,5485,5267,24493,19202,0.008047525,0.007727678,0.035935831,0.02817294
17,29,958500,6402,5784,52215,55134,0.006679186,0.006034429,0.054475743,0.057521127
17,31,93883614,756422,732204,3580648,3645198,0.008057018,0.007799061,0.038139222,0.038826775
17,33,352866,2635,2514,12864,9403,0.007467424,0.007124518,0.036455765,0.026647509
17,35,197350,1577,1611,5482,5286,0.007990879,0.008163162,0.027778059,0.0267849
17,37,1884302,14923,13973,108091,104228,0.007919643,0.007415478,0.057363947,0.055313851
17,39,295736,2442,2401,7851,7532,0.008257365,0.008118728,0.026547326,0.025468661
17,41,357192,3398,3182,10623,10559,0.009513091,0.008908374,0.029740308,0.029561132
17,43,16657544,148078,142065,534040,507016,0.008889546,0.008528568,0.032059948,0.03043762
17,45,326426,2529,2617,8708,8605,0.007747545,0.008017131,0.026676797,0.026361258
17,47,119828,1045,982,3069,2841,0.008720833,0.00819508,0.02561171,0.023708983
17,49,617550,5456,4953,19826,18520,0.008834912,0.008020403,0.032104283,0.029989475
17,51,397822,3177,3104,15503,10678,0.007985984,0.007802485,0.03896969,0.02684115
17,53,249948,2220,2142,6619,6004,0.008881847,0.008569783,0.026481508,0.024020996
17,55,714218,5841,5573,19799,19488,0.008178175,0.00780294,0.027721228,0.027285787
17,57,656756,5139,4775,22360,16359,0.007824824,0.007270585,0.03404613,0.024908794
17,59,97810,679,728,2589,2499,0.00694203,0.007443002,0.026469686,0.025549535
17,61,244910,2016,1990,7245,6157,0.008231595,0.008125434,0.029582296,0.025139847
17,63,904016,8818,8524,26186,26415,0.009754252,0.009429037,0.028966301,0.029219616
17,65,150086,1268,1182,3822,3945,0.00844849,0.007875485,0.0254654,0.02628493
17,67,338982,2658,2539,8630,8070,0.007841124,0.007490073,0.025458579,0.023806574
17,69,76192,587,546,1783,1618,0.007704221,0.007166107,0.023401407,0.021235825
17,71,128078,934,952,3002,2848,0.007292431,0.007432971,0.023438842,0.02223645
17,73,900276,7944,7089,23852,22172,0.008823961,0.007874252,0.026494097,0.024628003
17,75,525404,4631,4317,13277,12894,0.00881417,0.008216534,0.025270078,0.024541115
17,77,1074090,6538,6243,77812,66634,0.006087013,0.005812362,0.072444581,0.062037632
17,79,173614,1411,1417,4797,4398,0.008127225,0.008161784,0.02763026,0.025332058
17,81,695576,5490,4968,23721,19260,0.007892739,0.007142282,0.034102672,0.027689282
17,83,408028,3421,3262,12504,12347,0.008384229,0.007994549,0.030644956,0.030260178
17,85,403146,3194,2849,9573,8524,0.007922688,0.007066919,0.02374574,0.021143705
17,87,229910,1709,1515,10225,4787,0.007433343,0.006589535,0.044473925,0.020821191
17,89,9398708,96495,91947,291508,277825,0.010266837,0.00978294,0.031015752,0.029559914
17,91,2022660,18485,17374,67455,67397,0.009138956,0.008589679,0.033349648,0.033320973
17,93,2138052,23821,22589,58964,60447,0.01114145,0.010565225,0.027578375,0.028271997
17,95,940442,7063,6556,32860,27642,0.007510298,0.00697119,0.034941017,0.029392562
17,97,12653110,127269,120402,407600,351040,0.010058318,0.009515605,0.032213424,0.027743377
17,99,2030026,16913,16694,65245,55743,0.00833142,0.00822354,0.032139982,0.027459254
17,101,300816,2106,1896,15273,6969,0.007000957,0.006302856,0.0507719,0.023166986
17,103,634200,4589,4606,20897,16046,0.007235888,0.007262693,0.032950173,0.025301167
17,105,684000,5809,5229,21724,20281,0.00849269,0.007644737,0.031760234,0.029650585
17,107,540584,3770,3689,22109,16799,0.006973939,0.006824101,0.040898362,0.031075652
17,109,577904,3217,3209,41692,33877,0.005566669,0.005552825,0.07214347,0.058620463
17,111,5539866,56099,53439,155399,143874,0.010126418,0.009646262,0.02805104,0.025970664
17,113,3092122,24385,23215,147602,153973,0.00788617,0.007507789,0.047734857,0.049795254
17,115,1969922,15479,15292,59086,63746,0.007857672,0.007762744,0.029994081,0.032359657
17,117,847052,7213,6459,24093,23601,0.008515416,0.00762527,0.028443354,0.027862516
17,119,4820684,39657,36594,165805,166834,0.008226426,0.007591039,0.034394497,0.034607952
17,121,699688,5551,5496,20571,20121,0.007933536,0.00785493,0.029400247,0.028757103
17,123,221390,1737,1621,5553,5525,0.007845883,0.007321921,0.025082434,0.02495596
17,125,256236,2047,2087,6586,6130,0.007988729,0.008144835,0.025702868,0.023923258
17,127,272012,2138,2198,6695,7240,0.007859947,0.008080526,0.024612885,0.026616473
17,129,227448,1980,1890,5640,5594,0.008705286,0.008309592,0.024796877,0.024594633
17,131,290970,2527,2353,7324,6671,0.008684744,0.008086744,0.02517098,0.022926762
17,133,601332,5715,5070,15514,14927,0.009503901,0.008431283,0.025799392,0.024823226
17,135,533288,4059,3788,19284,13186,0.007611272,0.007103104,0.036160574,0.024725852
17,137,632292,4701,4459,22201,20255,0.007434856,0.007052121,0.035111942,0.03203425
17,139,268110,2466,2293,7304,7414,0.009197717,0.00855246,0.02724255,0.027652829
17,141,947518,8565,8456,25612,24684,0.009039406,0.008924369,0.027030621,0.02605122
17,143,3359842,27842,26819,116792,120524,0.008286699,0.007982221,0.034761158,0.035871925
17,145,394590,3043,2763,18064,9653,0.007711802,0.007002205,0.045779163,0.024463367
17,147,298434,2624,2570,7472,6934,0.008792564,0.008611619,0.025037362,0.023234618
17,149,291754,2392,2232,8539,7635,0.008198688,0.007650281,0.029267808,0.026169307
17,151,78322,502,415,2720,1817,0.006409438,0.005298639,0.034728429,0.023199101
17,153,106840,895,852,2870,2973,0.008377012,0.007974541,0.026862598,0.027826657
17,155,105424,863,778,2647,2614,0.008185992,0.007379724,0.025108135,0.024795113
17,157,596826,4242,4052,24521,14184,0.007107599,0.006789248,0.041085677,0.023765721
17,159,290536,2289,2164,8467,7982,0.007878542,0.007448302,0.029142688,0.02747336
17,161,2645624,20817,19757,84487,83284,0.007868465,0.007467803,0.031934621,0.031479908
17,163,4816668,42335,41252,157397,160263,0.008789271,0.008564427,0.032677569,0.033272586
17,165,446014,3521,3240,13141,12962,0.007894371,0.007264346,0.029463201,0.029061868
17,167,3569664,29998,28975,109305,114877,0.008403592,0.00811701,0.030620529,0.03218146
17,169,132254,1030,1001,3443,3054,0.007788044,0.007568769,0.026033239,0.023091929
17,171,94244,782,803,2239,2325,0.00829761,0.008520436,0.023757481,0.024670006
17,173,398902,3163,3147,10688,10184,0.007929266,0.007889156,0.026793548,0.02553008
17,175,105992,877,891,2463,2329,0.008274209,0.008406295,0.023237603,0.021973356
17,177,843714,6871,6485,22606,22841,0.008143755,0.007686254,0.026793439,0.02707197
17,179,2438086,20402,19520,71146,68177,0.00836804,0.00800628,0.029181087,0.027963329
17,181,316696,2441,2337,9518,8742,0.007707707,0.007379316,0.030054058,0.027603759
17,183,1448624,12286,11871,43896,41659,0.008481152,0.008194673,0.030301859,0.028757635
17,185,211114,1624,1601,6320,5892,0.007692526,0.00758358,0.029936432,0.027909092
17,187,318056,2482,2506,10202,9929,0.007803657,0.007879116,0.032076112,0.031217773
17,189,261154,2064,1955,7616,6888,0.007903383,0.007486004,0.029162869,0.026375242
17,191,298968,2390,2354,8261,7740,0.007994167,0.007873752,0.02763172,0.025889058
17,193,261170,1892,1865,6910,6898,0.007244324,0.007140943,0.026457863,0.026411916
17,195,1039006,8795,8577,29096,27448,0.008464821,0.008255005,0.028003688,0.026417557
17,197,12282818,130766,123983,362114,342713,0.010646254,0.010094019,0.029481345,0.027901822
17,199,1205154,9369,9057,37964,36972,0.00777411,0.007515222,0.031501368,0.030678237
17,201,5247476,46288,44666,160316,164378,0.008821003,0.008511902,0.030551069,0.031325155
17,203,701050,6743,6270,19139,18520,0.009618429,0.008943727,0.027300478,0.026417517
18,1,623358,6470,6375,18822,17892,0.010379268,0.010226868,0.030194527,0.028702607
18,3,6506252,60624,59697,215576,223325,0.009317807,0.009175329,0.033133669,0.034324677
18,5,1418128,12313,11965,47712,42531,0.008682573,0.008437179,0.033644354,0.029990946
18,7,157906,1539,1385,4357,4002,0.009746305,0.008771041,0.027592365,0.025344192
18,9,225528,1986,1649,6093,5830,0.008806002,0.007311731,0.027016601,0.025850449
18,11,1074862,11216,10479,27138,26677,0.010434828,0.009749158,0.025247892,0.024819
18,13,271160,2132,1978,5821,5670,0.007862517,0.007294586,0.021467031,0.020910164
18,15,361254,3205,3186,9400,8981,0.008871874,0.00881928,0.026020473,0.024860624
18,17,694804,6260,5788,20470,18977,0.009009735,0.008330407,0.029461546,0.027312739
18,19,2025056,16913,15964,64609,64700,0.008351868,0.007883239,0.031904797,0.031949734
18,21,480698,4076,4104,14228,13670,0.008479336,0.008537585,0.029598625,0.028437813
18,23,592292,5547,5370,17655,17043,0.009365313,0.009066474,0.029807933,0.028774658
18,25,191318,1676,1478,5072,4982,0.008760284,0.007725358,0.026510835,0.026040414
18,27,579832,5780,5607,18845,17358,0.009968405,0.009670042,0.032500793,0.029936257
18,29,895912,8227,8057,24719,23304,0.009182822,0.008993071,0.027590879,0.026011483
18,31,469694,4496,4249,13932,13522,0.00957219,0.009046315,0.029661865,0.028788956
18,33,763284,7343,6972,21874,21968,0.009620272,0.009134215,0.028657747,0.028780899
18,35,2106434,14710,13796,103551,106482,0.006983366,0.006549458,0.049159385,0.050550836
18,37,759206,6786,6923,20870,20202,0.008938286,0.009118737,0.027489245,0.026609379
18,39,3598576,35915,34442,115204,113613,0.009980337,0.009571008,0.032013774,0.031571655
18,41,430212,3887,3551,11122,11371,0.00903508,0.00825407,0.02585237,0.026431155
18,43,1360686,11755,11575,41465,42348,0.008639025,0.008506739,0.030473599,0.031122537
18,45,305184,2789,2569,8388,7403,0.009138749,0.008417872,0.027485058,0.024257497
18,47,413346,4178,3709,10449,10049,0.010107755,0.008973112,0.025279064,0.024311352
18,49,370592,3342,3180,10281,9460,0.009018004,0.008580865,0.027742099,0.025526725
18,51,605060,5166,4791,17902,17446,0.008537996,0.007918223,0.029587148,0.028833504
18,53,1242210,9534,9142,42052,47209,0.007675031,0.007359464,0.033852569,0.038004041
18,55,591476,5238,4826,16455,15489,0.008855812,0.008159249,0.027820233,0.02618703
18,57,5248304,56916,55440,126203,135029,0.010844646,0.010563412,0.024046435,0.025728121
18,59,1280844,12560,11939,33536,33706,0.009806034,0.009321198,0.026182736,0.026315461
18,61,708266,6053,5813,20406,19436,0.008546224,0.008207368,0.028811209,0.027441667
18,63,2728910,27286,26360,78485,72687,0.009998864,0.009659534,0.028760567,0.02663591
18,65,885056,7383,6941,28598,21913,0.008341845,0.007842442,0.03231208,0.024758885
18,67,1489458,12382,12066,42129,43915,0.008313091,0.008100933,0.028284785,0.029483879
18,69,664058,5720,5338,21334,21516,0.008613705,0.008038454,0.032126712,0.032400784
18,71,776912,6892,6449,23277,22543,0.008871018,0.008300811,0.029960922,0.029016156
18,73,602386,5608,5429,18398,16868,0.009309645,0.009012494,0.030541878,0.028001979
18,75,382072,3622,3517,10844,10290,0.009479889,0.009205071,0.028382085,0.026932097
18,77,583970,4557,4330,17817,19338,0.007803483,0.007414764,0.030510129,0.033114715
18,79,507672,4720,4612,15082,14020,0.009297342,0.009084606,0.029708158,0.027616256
18,81,2598780,25110,23551,79619,80272,0.009662226,0.009062329,0.030637068,0.03088834
18,83,687042,5048,4963,28804,22015,0.00734744,0.007223721,0.041924657,0.032043165
18,85,1403432,12748,12246,44948,44330,0.009083447,0.008725752,0.032027202,0.031586853
18,87,681776,8209,7552,21146,20525,0.012040612,0.011076952,0.031016052,0.030105196
18,89,8862492,81260,78351,271921,277338,0.009168979,0.008840741,0.030682228,0.031293456
18,91,2001112,15982,15674,72619,54364,0.007986559,0.007832645,0.036289323,0.027166895
18,93,825908,7281,6746,22045,21445,0.008815752,0.00816798,0.026691835,0.025965362
18,95,2350468,19374,17981,76182,70850,0.008242614,0.007649966,0.032411418,0.030142933
18,97,16566108,139017,133602,640872,693287,0.008391651,0.008064779,0.038685731,0.041849721
18,99,844446,8324,7808,24200,22796,0.00985735,0.009246299,0.028657842,0.026995213
18,101,184994,1616,1418,4975,4777,0.008735418,0.007665113,0.026892764,0.025822459
18,103,655320,5421,5269,24312,16031,0.008272294,0.008040347,0.037099432,0.024462858
18,105,2542296,14296,13527,187931,175519,0.005623263,0.005320781,0.073921762,0.069039561
18,107,686404,5742,5565,24057,18430,0.008365336,0.00810747,0.035047873,0.026850077
18,109,1247408,11694,11030,33849,33838,0.009374639,0.008842335,0.027135468,0.02712665
18,111,253900,2249,2020,6917,6240,0.008857818,0.007955888,0.027243009,0.024576605
18,113,855888,8234,7881,25797,24356,0.009620418,0.00920798,0.030140626,0.028456994
18,115,108938,849,869,2833,2667,0.007793424,0.007977014,0.026005618,0.024481815
18,117,354540,3270,3074,9625,9259,0.009223219,0.00867039,0.027147854,0.02611553
18,119,382892,3286,3170,9969,9947,0.008582054,0.008279097,0.026036062,0.025978605
18,121,308488,2425,2255,8202,11127,0.007860922,0.007309847,0.026587744,0.036069474
18,123,348116,2642,2462,13668,8601,0.007589424,0.007072355,0.039262774,0.024707281
18,125,227704,1782,1824,6137,5577,0.007825949,0.008010399,0.026951657,0.024492323
18,127,2987698,26773,25687,94701,92481,0.00896108,0.008597589,0.031696979,0.030953932
18,129,462014,4022,3828,12806,12373,0.008705364,0.008285463,0.027717775,0.026780574
18,131,235994,2155,1946,6486,5796,0.009131588,0.008245972,0.02748375,0.024559946
18,133,679712,5269,4916,30106,22387,0.007751813,0.007232475,0.044292288,0.032936008
18,135,463128,4288,4018,12133,11647,0.009258779,0.008675787,0.026197941,0.025148555
18,137,516754,4964,4642,13670,13829,0.009606118,0.008982998,0.026453593,0.026761283
18,139,307666,2785,2732,8360,8236,0.009052024,0.008879759,0.027172323,0.026769289
18,141,4811680,42120,39857,168611,176194,0.008753699,0.008283385,0.035042023,0.03661798
18,143,430264,3736,3521,12775,12495,0.008683041,0.008183348,0.029691073,0.02904031
18,145,799038,7047,6776,23252,22487,0.008819355,0.008480197,0.029099993,0.028142591
18,147,375432,3261,3125,9676,8835,0.008685994,0.008323744,0.025772976,0.02353289
18,149,417268,3523,3595,11553,11695,0.008443015,0.008615566,0.027687242,0.028027551
18,151,615938,4986,4865,20710,17183,0.008094971,0.007898522,0.033623514,0.027897288
18,153,381446,2983,2701,15309,9683,0.007820242,0.00708095,0.040134121,0.025384982
18,155,189660,1760,1561,5239,5092,0.009279764,0.008230518,0.027623115,0.026848044
18,157,3222258,21735,21521,233527,188825,0.00674527,0.006678857,0.072473092,0.058600211
18,159,281692,2578,2288,7344,6761,0.00915184,0.008122346,0.026071028,0.024001392
18,161,132586,1273,1149,3513,3487,0.009601315,0.008666073,0.02649601,0.026299911
18,163,3256188,24834,23568,121624,127552,0.00762671,0.007237911,0.037351652,0.039172185
18,165,286856,2644,2331,7522,7172,0.009217168,0.008126028,0.026222216,0.025002092
18,167,1944768,14639,13694,90385,78769,0.007527376,0.007041457,0.046475981,0.040503032
18,169,584204,4784,4502,17451,17264,0.00818892,0.007706212,0.029871415,0.029551321
18,171,151086,1292,1186,3907,3718,0.008551421,0.007849834,0.025859444,0.024608501
18,173,1093184,10778,9840,26809,27233,0.009859273,0.009001229,0.024523776,0.024911634
18,175,503900,4751,4442,14096,13769,0.009428458,0.008815241,0.027973804,0.027324866
18,177,1225202,9932,9372,37080,37388,0.008106418,0.007649351,0.030264397,0.030515784
18,179,499758,4450,4119,14423,13713,0.00890431,0.008241989,0.028859968,0.027439281
18,181,439622,3909,3736,11101,10763,0.00889173,0.00849821,0.025251239,0.024482396
18,183,600014,5346,5075,17283,15910,0.008909792,0.008458136,0.028804328,0.026516048
19,1,134492,1035,1093,3440,2994,0.007695625,0.008126877,0.02557773,0.022261547
19,3,70382,534,464,1761,1750,0.007587167,0.006592595,0.025020602,0.024864312
19,5,254438,1950,1924,7016,5712,0.00766395,0.007561764,0.027574498,0.022449477
19,7,229010,1740,1750,5792,5986,0.007597921,0.007641588,0.025291472,0.026138597
19,9,106670,815,798,2238,2306,0.007640386,0.007481016,0.020980594,0.021618074
19,11,465854,4279,4083,11427,10796,0.009185281,0.008764549,0.024529144,0.023174643
19,13,2377842,17248,16816,111730,111502,0.007253636,0.007071959,0.046987983,0.046892098
19,15,474568,4148,3617,13539,13096,0.008740581,0.007621669,0.028529104,0.027595624
19,17,441042,3504,3399,14640,14186,0.007944822,0.007706749,0.033194118,0.032164737
19,19,377862,3758,3445,10279,9839,0.00994543,0.009117085,0.027203053,0.026038607
19,21,366622,3067,2960,14071,12258,0.008365565,0.008073711,0.03838013,0.033434982
19,23,268534,2322,2142,6333,6098,0.00864695,0.007976644,0.023583606,0.022708484
19,25,178942,1298,1216,5373,3893,0.007253747,0.006795498,0.030026489,0.021755653
19,27,372180,3135,3001,9515,9349,0.008423344,0.008063303,0.025565587,0.025119566
19,29,245586,2010,1813,6003,5820,0.008184506,0.007382343,0.024443576,0.023698419
19,31,331692,2819,2887,7963,7401,0.008498848,0.008703858,0.024007212,0.022312869
19,33,785820,6163,5608,23063,21637,0.007842763,0.007136494,0.02934896,0.027534295
19,35,214078,1538,1596,5555,4855,0.007184297,0.007455227,0.025948486,0.02267865
19,37,221094,1929,1736,5580,5185,0.008724796,0.007851864,0.025238134,0.023451564
19,39,167130,1453,1391,4892,4547,0.008693831,0.008322862,0.029270628,0.027206366
19,41,297934,2355,2387,8405,7595,0.007904435,0.008011842,0.028210946,0.025492223
19,43,322012,2664,2491,7749,7330,0.008272984,0.007735737,0.024064321,0.022763127
19,45,872604,7334,7065,24189,24214,0.008404729,0.008096456,0.027720478,0.027749128
19,47,308686,2883,2643,9626,7917,0.009339588,0.008562099,0.031183792,0.025647422
19,49,1318204,13102,12686,36901,40154,0.009939281,0.0096237,0.027993391,0.030461143
19,51,157754,1589,1585,4158,3908,0.010072645,0.010047289,0.026357493,0.024772747
19,53,149296,1177,1095,6441,5521,0.007883667,0.007334423,0.043142482,0.036980227
19,55,316344,2771,2794,7677,7207,0.008759452,0.008832157,0.024267886,0.022782161
19,57,723142,5746,5697,19788,20239,0.007945881,0.007878121,0.02736392,0.027987588
19,59,304248,2240,2029,7297,6576,0.007362415,0.006668902,0.023983724,0.021613947
19,61,1715180,14343,13890,59990,56473,0.008362388,0.008098275,0.034975921,0.032925407
19,63,180132,1362,1342,5976,4502,0.007561122,0.007450092,0.033175671,0.024992783
19,65,371102,2876,2798,11368,10179,0.007749891,0.007539706,0.030633087,0.027429117
19,67,290052,2376,2400,7548,7134,0.008191635,0.008274378,0.02602292,0.02459559
19,69,189420,1560,1541,5068,4533,0.008235667,0.008135361,0.026755358,0.023930947
19,71,129554,1052,1004,3060,2662,0.008120166,0.007749664,0.023619495,0.020547417
19,73,165518,1482,1340,4113,3633,0.008953709,0.008095796,0.024849261,0.021949274
19,75,223406,1929,1771,5531,5222,0.008634504,0.007927271,0.024757616,0.023374484
19,77,194362,1810,1641,4244,3723,0.00931252,0.008443008,0.021835544,0.019154979
19,79,277162,2509,2287,7191,6573,0.009052468,0.008251492,0.025945115,0.023715372
19,81,200584,1865,1544,4746,4490,0.00929785,0.007697523,0.02366091,0.022384637
19,83,313258,2470,2336,8729,7672,0.007884874,0.007457112,0.02786521,0.024490995
19,85,262530,2223,2204,6557,5958,0.008467604,0.008395231,0.024976193,0.022694549
19,87,360790,3070,2919,12356,9935,0.008509105,0.008090579,0.034247069,0.027536794
19,89,170764,1510,1405,4162,4260,0.008842613,0.008227729,0.024372819,0.02494671
19,91,174510,1414,1409,4562,4320,0.008102688,0.008074036,0.026141768,0.024755028
19,93,127056,1070,979,3044,3012,0.008421483,0.007705264,0.02395794,0.023706082
19,95,294064,2526,2463,7099,6807,0.008589967,0.008375728,0.024141003,0.023148022
19,97,353792,3148,2817,8798,8149,0.008897884,0.007962306,0.024867719,0.023033308
19,99,661420,5571,5188,19918,15986,0.008422787,0.00784373,0.030113997,0.024169212
19,101,311716,1964,1912,19654,7742,0.006300607,0.006133788,0.063050982,0.02483671
19,103,2473608,16405,15810,158849,152587,0.006632013,0.006391474,0.064217532,0.061686007
19,105,370174,2920,2883,10840,8385,0.007888182,0.007788229,0.029283526,0.02265151
19,107,186114,1646,1477,4889,4384,0.008844042,0.007935996,0.026268846,0.023555455
19,109,276262,2195,2209,6660,6030,0.007945356,0.007996033,0.02410755,0.021827106
19,111,638018,4893,4760,19721,16675,0.007669063,0.007460605,0.030909786,0.026135626
19,113,3877080,33747,32317,134732,130865,0.008704231,0.008335397,0.034750895,0.033753495
19,115,203516,2029,1705,5722,5088,0.009969732,0.00837772,0.028115726,0.025000491
19,117,158050,1495,1249,3635,3591,0.009459032,0.007902562,0.022999051,0.022720658
19,119,210202,2143,1870,5303,5030,0.010194955,0.008896205,0.025228114,0.023929363
19,121,282266,2866,2669,5982,6016,0.010153543,0.00945562,0.021192776,0.021313229
19,123,402586,3599,3238,13008,11976,0.008939705,0.008043002,0.032311109,0.029747681
19,125,598304,5363,5119,18589,17587,0.008963671,0.008555851,0.03106949,0.029394756
19,127,733308,6540,6140,23036,20282,0.00891849,0.008373017,0.031413812,0.027658228
19,129,268794,2499,2335,6179,5958,0.009297083,0.00868695,0.022987864,0.022165673
19,131,193716,1790,1703,4771,4470,0.009240331,0.00879122,0.024628838,0.023075017
19,133,164094,1362,1256,3768,3330,0.008300121,0.007654149,0.022962448,0.020293247
19,135,143580,1297,1130,3755,3496,0.009033292,0.007870177,0.026152668,0.024348795
19,137,189476,1627,1580,4373,4197,0.008586839,0.008338787,0.02307944,0.022150563
19,139,771478,7147,6832,23570,21944,0.009264036,0.008855729,0.030551746,0.028444103
19,141,255350,2290,1973,6938,6103,0.008968083,0.00772665,0.02717055,0.023900529
19,143,112910,948,849,2915,2500,0.008396068,0.007519263,0.025817022,0.022141529
19,145,283002,2042,1946,8765,6061,0.007215497,0.006876276,0.030971513,0.02141681
19,147,166742,1361,1144,4915,4457,0.008162311,0.006860899,0.029476677,0.026729918
19,149,449250,4272,3944,11004,10434,0.009509182,0.008779076,0.024494157,0.023225376
19,151,128842,1017,966,3009,2863,0.007893389,0.007497555,0.023354186,0.022221015
19,153,8054318,70576,67037,287790,297549,0.008762505,0.008323113,0.035731144,0.036942793
19,155,1678232,14258,13549,52919,52044,0.008495846,0.008073377,0.031532589,0.031011207
19,157,337426,2645,2314,11824,11980,0.007838756,0.0068578,0.035041757,0.035504081
19,159,91506,863,771,2075,2081,0.009431076,0.008425677,0.022676109,0.022741678
19,161,182918,1454,1482,4215,3771,0.007948917,0.008101991,0.023043112,0.020615795
19,163,3037644,26098,24939,98007,101033,0.008591527,0.008209981,0.032264149,0.033260316
19,165,216502,1951,1800,4589,4520,0.009011464,0.008314011,0.021196109,0.020877405
19,167,616552,5696,5505,23811,21611,0.009238475,0.008928687,0.038619614,0.035051383
19,169,1667504,9899,9438,139567,108160,0.005936418,0.005659956,0.08369815,0.064863413
19,171,316014,2938,2814,7882,7532,0.009297056,0.008904669,0.024941933,0.023834387
19,173,112558,975,898,2814,2702,0.008662201,0.007978109,0.025000444,0.024005402
19,175,225702,1791,1881,6540,6382,0.007935242,0.008333998,0.028976261,0.028276223
19,177,134226,1160,1021,3113,3231,0.008642141,0.007606574,0.023192228,0.024071342
19,179,637084,4852,4854,21238,19609,0.00761595,0.007619089,0.033336263,0.030779301
19,181,852626,8470,7902,23477,24607,0.009934016,0.009267838,0.027534933,0.028860251
