,NUTS,VOLMALE1112,VOLFEMALE1112,VOLMALE1926,VOLFEMALE1926,VOLBOTH1112,VOLBOTH1926,VOLMALE18PLUS,VOLMALE18PLUSAGAINST,VOLFEMALE18PLUS,VOLFEMALE18PLUSAGAINST,VOLBOTH18PLUS,VOLBOTH18PLUSAGAINST,NORMMALE1112,NORMFEMALE1112,NORMMALE1926,NORMFEMALE1926,NORMBOTH1112,NORMBOTH1926,NORMMALE18PLUS,NORMMALE18PLUSAGAINST,NORMFEMALE18PLUS,NORMFEMALE18PLUSAGAINST,NORMBOTH18PLUS,NORMBOTH18PLUSAGAINST,id,CNTR_CODE,NUTS_NAME,LEVL_CODE,FID,NUTS_ID,geometry
42,FR511,17067,16138,66777,65008,33205,82915,475081,180531,521172,198045.36,996253,378576,0.471077505,0.470969526,0.43385000799999995,0.37351875799999995,0.471024994,0.440583328,0.496245105,0.496244515,0.489216859,0.489216859,0.492533527,0.492533585,FR511,FR,Loire-Atlantique,3,FR511,FR511,"POLYGON ((-1.149 47.03, -1.201 47.04, -1.553 46.863, -1.98 47.029, -2.547 47.292, -2.458 47.448, -2.097 47.631, -1.246 47.777, -0.923 47.399, -1.181 47.241, -1.149 47.03))"
43,FR512,10167,10059,40407,40627,20226,50466,289342,109950,315066,119725.08,604408,229675,0.270408608,0.284222168,0.254341359,0.22730761800000002,0.277126253,0.259761609,0.288676534,0.288675317,0.283394482,0.283394482,0.285887112,0.285887365,FR512,FR,Maine-et-Loire,3,FR512,FR512,"POLYGON ((-0.382 47.761, 0.23 47.608, 0.054 47.164, -0.102 47.065, -0.892 46.976, -1.149 47.03, -1.181 47.241, -0.923 47.399, -1.246 47.777, -1.238 47.81, -0.382 47.761))"
44,FR513,4151,3955,13284,11847,8106,17239,113934,43295,120089,45633.82,234023,88929,0.095448597,0.096706808,0.06970680900000001,0.054715985,0.096060475,0.074604493,0.09265314599999999,0.09265195400000001,0.088685791,0.088685791,0.09055800800000001,0.09055873199999999,FR513,FR,Mayenne,3,FR513,FR513,"POLYGON ((-0.055 48.382, -0.407 47.917, -0.382 47.761, -1.238 47.81, -1.016 48.003, -1.07 48.508, -0.86 48.501, -0.234 48.562, -0.055 48.382))"
45,FR514,7221,7095,25624,24476,14316,32719,210375,79943,226784,86177.92,437159,166120,0.184731714,0.193167855,0.15370896,0.130451209,0.188834277,0.160866634,0.200428684,0.200428778,0.195233968,0.195233968,0.19768538300000002,0.19768513399999998,FR514,FR,Sarthe,3,FR514,FR514,"POLYGON ((0.798 48.194, 0.841 48.103, 0.614 47.694, 0.23 47.608, -0.382 47.761, -0.407 47.917, -0.055 48.382, 0.353 48.46, 0.798 48.194))"
46,FR515,7860,7553,25512,23856,15413,33065,242746,92243,258258,98138.04,501004,190382,0.20331539899999998,0.20723765100000002,0.152946542,0.126733113,0.20522282100000003,0.162794715,0.236604189,0.23660141899999998,0.22666465600000002,0.22666465600000002,0.231355177,0.231356167,FR515,FR,Vendée,3,FR515,FR515,"POLYGON ((-1.149 47.03, -0.892 46.976, -0.538 46.386, -0.75 46.304, -1.129 46.31, -1.812 46.493, -2.142 46.819, -1.98 47.029, -1.553 46.863, -1.201 47.04, -1.149 47.03))"
47,FR521,7363,7058,22919,20673,14421,29977,222701,84626,245638,93342.44,468339,177969,0.188861422,0.19203121199999998,0.135295199,0.107644886,0.190402916,0.14558686699999998,0.21420333600000002,0.214200849,0.21406202300000002,0.21406202300000002,0.21412870899999997,0.214129288,FR521,FR,Côtes-d'Armor,3,FR521,FR521,"POLYGON ((-1.982 48.555, -1.958 48.293, -2.287 48.134, -3.012 48.172, -3.565 48.186, -3.659 48.659, -3.084 48.866, -2.686 48.493, -2.124 48.604, -2.149 48.634, -2.046 48.637, -2.007 48.566, -1.982 48.555))"
48,FR522,11307,10612,40909,36959,21919,51521,338126,128488,370890,140938.2,709016,269426,0.30356259999999996,0.30121037100000003,0.257758627,0.20531088100000003,0.302418692,0.265640586,0.34319403,0.343193074,0.339141663,0.339141663,0.34105399700000005,0.34105418,FR522,FR,Finistère,3,FR522,FR522,"POLYGON ((-3.565 48.186, -3.734 48.113, -3.392 47.957, -3.529 47.778, -4.735 48.038, -4.27 48.133, -4.226 48.287, -4.274 48.443, -4.773 48.329, -4.77 48.521, -3.95 48.653, -3.659 48.659, -3.565 48.186))"
49,FR523,12946,12234,56282,56802,25180,68516,369508,140413,397844,151180.72,767352,291594,0.35122873299999996,0.351038339,0.362407336,0.324307954,0.35113614299999996,0.360345049,0.3782643,0.37826289,0.366058571,0.366058571,0.37181852200000004,0.371819141,FR523,FR,Ille-et-Vilaine,3,FR523,FR523,"POLYGON ((-1.571 48.626, -1.428 48.462, -1.07 48.508, -1.016 48.003, -1.238 47.81, -1.246 47.777, -2.097 47.631, -2.036 47.833, -2.287 48.134, -1.958 48.293, -1.982 48.555, -1.872 48.646, -1.571 48.626))"
50,FR524,9279,8582,30503,26839,17861,39085,273020,103748,297856,113185.28,570876,216933,0.24458339399999998,0.23884861100000002,0.186921804,0.144621954,0.241794523,0.19634110300000002,0.270436238,0.270436071,0.266208165,0.266208165,0.26820341600000003,0.26820389699999997,FR524,FR,Morbihan,3,FR524,FR524,"POLYGON ((-2.287 48.134, -2.036 47.833, -2.097 47.631, -2.458 47.448, -3.529 47.778, -3.392 47.957, -3.734 48.113, -3.565 48.186, -3.012 48.172, -2.287 48.134))"
51,FR531,4153,3999,14615,13005,8152,18614,135370,51441,147900,56202.0,283270,107643,0.095506762,0.098058491,0.078767333,0.06166043,0.09674768800000001,0.082266666,0.116608481,0.116608241,0.11645852,0.11645852,0.116529287,0.116530199,FR531,FR,Charente,3,FR531,FR531,"POLYGON ((0.63 45.715, 0.004 45.192, -0.312 45.377, -0.463 45.752, -0.156 45.78, -0.103 45.97, 0.197 46.096, 0.823 46.129, 0.63 45.715))"
52,FR532,7100,6701,25686,23691,13801,32387,239027,90830,265084,100731.92,504111,191562,0.181212738,0.18106414399999998,0.154131013,0.125743619,0.181140475,0.159016567,0.232448102,0.23244597600000003,0.233481263,0.233481263,0.232993709,0.232993783,FR532,FR,Charente-Maritime,3,FR532,FR532,"POLYGON ((-0.75 46.304, -0.751 46.245, -0.103 45.97, -0.156 45.78, -0.463 45.752, -0.312 45.377, 0.004 45.192, -0.04 45.102, -0.708 45.327, -1.231 45.681, -1.053 46.004, -1.129 46.31, -0.75 46.304))"
53,FR533,4620,4225,15108,14100,8845,19333,141044,53597,150201,57076.38,291245,110673,0.109088265,0.105001229,0.082123335,0.068227068,0.10710070699999999,0.08627328599999999,0.12294933599999999,0.122948747,0.11875635400000001,0.11875635400000001,0.120735045,0.120735261,FR533,FR,Deux-Sèvres,3,FR533,FR533,"POLYGON ((0.197 46.096, -0.103 45.97, -0.751 46.245, -0.75 46.304, -0.538 46.386, -0.892 46.976, -0.102 47.065, 0.037 46.729, -0.043 46.472, 0.197 46.096))"
54,FR534,4813,4754,23375,24546,9567,28129,162151,61617,178777,67935.26,340928,129553,0.114701178,0.12125215,0.13839933,0.130870994,0.11788696800000001,0.135288906,0.146537004,0.146534485,0.14729303,0.14729303,0.146936257,0.146937104,FR534,FR,Vienne,3,FR534,FR534,"POLYGON ((0.867 46.748, 1.177 46.384, 0.823 46.129, 0.197 46.096, -0.043 46.472, 0.037 46.729, -0.102 47.065, 0.054 47.164, 0.867 46.748))"
55,FR611,4586,4328,14272,13625,8914,18600,160508,60993,177993,67637.34,338501,128630,0.108099462,0.108165397,0.076432427,0.06537852599999999,0.10813152699999999,0.082188651,0.144700905,0.144699385,0.146510109,0.146510109,0.145656336,0.145656156,FR611,FR,Dordogne,3,FR611,FR611,"POLYGON ((1.253 45.444, 1.448 45.019, 1.075 44.577, 0.297 44.762, -0.011 44.858, 0.073 45.07, -0.04 45.102, 0.004 45.192, 0.63 45.715, 1.253 45.444))"
56,FR612,17726,16781,77589,81330,34507,94370,545251,207195,612865,232888.7,1158116,440084,0.49024283799999996,0.49072253600000004,0.507450596,0.47140064299999995,0.490476119,0.5044161979999999,0.574662059,0.574659742,0.58078368,0.58078368,0.577894853,0.577894971,FR612,FR,Gironde,3,FR612,FR612,"POLYGON ((-0.708 45.327, -0.04 45.102, 0.073 45.07, -0.011 44.858, 0.297 44.762, 0.105 44.708, -0.141 44.226, -1.254 44.468, -1.157 45.473, -0.708 45.327))"
57,FR613,4684,4570,14304,12645,9254,18874,148195,56314,160487,60985.06,308682,117299,0.110949542,0.115599656,0.076650261,0.059501535,0.11321093,0.08371551299999999,0.13094078,0.130939077,0.129028199,0.129028199,0.12993075699999998,0.129930887,FR613,FR,Landes,3,FR613,FR613,"POLYGON ((-0.141 44.226, 0.136 44.124, 0.076 43.983, -0.24 43.898, -0.243 43.585, -1.525 43.53, -1.254 44.468, -0.141 44.226))"
58,FR614,3932,3653,12499,12295,7585,16152,125699,47766,139225,52905.5,264924,100671,0.08907954,0.087429344,0.064363074,0.05740261,0.08827703699999999,0.06854719599999999,0.105800865,0.10580056199999999,0.10779545800000001,0.10779545800000001,0.106854199,0.10685439099999999,FR614,FR,Lot-et-Garonne,3,FR614,FR614,"POLYGON ((1.075 44.577, 1.064 44.379, 0.742 44.065, 0.076 43.983, 0.136 44.124, -0.141 44.226, 0.105 44.708, 0.297 44.762, 1.075 44.577))"
59,FR615,7451,7252,28413,26482,14703,35665,249498,94809,277723,105534.74,527221,200344,0.191420678,0.197990907,0.172694536,0.14248105,0.19461583300000002,0.177283188,0.24414974,0.244147678,0.24610287,0.24610287,0.245181177,0.245181525,FR615,FR,Pyrénées-Atlantiques,3,FR615,FR615,"POLYGON ((-0.097 43.582, -0.017 43.27, -0.313 42.849, -0.551 42.778, -0.725 42.92, -1.609 43.252, -1.729 43.296, -1.786 43.35, -1.525 43.53, -0.243 43.585, -0.097 43.582))"
60,FR621,1769,1717,5481,4995,3486,7198,58786,22339,63267,24041.46,122053,46380,0.026174204,0.027955272000000003,0.016589404,0.013625024,0.027040351,0.018651123000000002,0.031023701,0.031023186,0.031941984,0.031941984,0.031508641000000004,0.031508826000000004,FR621,FR,Ariège,3,FR621,FR621,"POLYGON ((2.166 42.664, 1.786 42.574, 1.443 42.604, 0.858 42.826, 1.054 43.145, 1.688 43.274, 1.949 43.121, 2.166 42.664))"
61,FR622,3051,2963,9860,8959,6014,12823,107796,40962,115194,43773.72,222990,84736,0.063457903,0.06623249,0.046398595,0.037396853,0.064807207,0.049996378,0.08579375800000001,0.085790916,0.083797527,0.083797527,0.084739559,0.08473964699999999,FR622,FR,Aveyron,3,FR622,FR622,"POLYGON ((2.982 44.645, 3.12 44.262, 3.374 44.171, 3.263 44.092, 3.448 44.019, 3.358 43.914, 2.935 43.695, 2.67 43.75, 2.285 44.145, 1.99 44.149, 1.882 44.34, 1.841 44.481, 2.207 44.616, 2.479 44.648, 2.717 44.929, 2.982 44.645))"
62,FR623,15369,14251,79635,79425,29620,93886,479724,182295,515883,196035.54,995607,378331,0.421695507,0.413000737,0.521378343,0.459976492,0.417467171,0.5017191129999999,0.501433789,0.501432201,0.483935137,0.483935137,0.49219284799999996,0.492193572,FR623,FR,Haute-Garonne,3,FR623,FR623,"POLYGON ((2.029 43.437, 1.688 43.274, 1.054 43.145, 0.858 42.826, 0.66 42.691, 0.478 42.7, 0.472 42.87, 0.644 42.964, 0.442 43.131, 0.607 43.311, 1.199 43.569, 0.954 43.787, 1.556 43.918, 1.688 43.631, 2.029 43.437))"
63,FR624,2105,2021,6211,5777,4126,8232,73750,28025,79218,30102.84,152968,58128,0.035945907,0.037294175,0.021558737,0.018314623000000002,0.036601581,0.024413077999999998,0.047746393,0.047744945,0.04787103400000001,0.04787103400000001,0.047812215,0.047812812,FR624,FR,Gers,3,FR624,FR624,"POLYGON ((0.954 43.787, 1.199 43.569, 0.607 43.311, 0.182 43.371, -0.002 43.565, -0.097 43.582, -0.243 43.585, -0.24 43.898, 0.076 43.983, 0.742 44.065, 0.954 43.787))"
64,FR625,1909,1759,5751,5141,3668,7510,68198,25915,74174,28186.12,142372,54101,0.030245747000000003,0.029245515,0.018427376000000002,0.014500576000000001,0.029759326000000003,0.02038974,0.041541876,0.041539718999999996,0.042833975,0.042833975,0.042224226,0.042224103,FR625,FR,Lot,3,FR625,FR625,"POLYGON ((2.063 44.977, 2.207 44.616, 1.841 44.481, 1.882 44.34, 1.376 44.222, 1.064 44.379, 1.075 44.577, 1.448 45.019, 2.063 44.977))"
65,FR626,2479,2331,9854,8253,4810,12185,88426,33602,98288,37349.44,186714,70951,0.046822742,0.0468174,0.046357750999999996,0.033163021,0.046820144,0.046441129000000005,0.064147237,0.064146149,0.066914791,0.066914791,0.065608767,0.065608693,FR626,FR,Hautes-Pyrénées,3,FR626,FR626,"POLYGON ((0.478 42.7, -0.313 42.849, -0.017 43.27, -0.097 43.582, -0.002 43.565, 0.182 43.371, 0.607 43.311, 0.442 43.131, 0.644 42.964, 0.472 42.87, 0.478 42.7))"
66,FR627,4615,4165,14603,13477,8780,18768,142919,54309,157971,60028.98,300890,114338,0.108942853,0.103158024,0.078685645,0.064490981,0.10612964400000001,0.083124829,0.125044701,0.125042643,0.126515661,0.126515661,0.125821507,0.12582158300000001,FR627,FR,Tarn,3,FR627,FR627,"POLYGON ((2.935 43.695, 2.566 43.423, 2.265 43.453, 2.029 43.437, 1.688 43.631, 1.556 43.918, 1.659 44.117, 1.99 44.149, 2.285 44.145, 2.67 43.75, 2.935 43.695))"
67,FR628,3083,2890,9313,8898,5973,12203,91753,34866,98693,37503.34,190446,72369,0.064388542,0.063989924,0.042674999000000005,0.03703104,0.064194691,0.046541434000000007,0.067865253,0.067863403,0.067319234,0.067319234,0.067576903,0.067576607,FR628,FR,Tarn-et-Garonne,3,FR628,FR628,"POLYGON ((1.882 44.34, 1.99 44.149, 1.659 44.117, 1.556 43.918, 0.954 43.787, 0.742 44.065, 1.064 44.379, 1.376 44.222, 1.882 44.34))"
68,FR631,2553,2451,9957,8375,5004,12408,95251,36195,103481,39322.78,198732,75518,0.048974844000000003,0.050503809000000004,0.047058904000000006,0.033894646,0.049718392,0.047683795,0.071774367,0.071771812,0.072100645,0.072100645,0.071946673,0.07194681900000001,FR631,FR,Corrèze,3,FR631,FR631,"POLYGON ((2.508 45.479, 2.063 44.977, 1.448 45.019, 1.253 45.444, 1.899 45.698, 2.492 45.738, 2.508 45.479))"
69,FR632,1276,1196,4209,3628,2472,5405,48919,18589,52651,20007.38,101570,38597,0.011836557,0.011950111000000001,0.007930511,0.0054272209999999994,0.011891779,0.008659649,0.01999705,0.019994941999999998,0.021340592999999998,0.021340592999999998,0.020706567,0.020707505,FR632,FR,Creuse,3,FR632,FR632,"POLYGON ((2.281 46.42, 2.565 46.143, 2.609 45.967, 2.388 45.827, 2.492 45.738, 1.899 45.698, 1.602 45.857, 1.415 46.347, 2.168 46.424, 2.281 46.42))"
70,FR633,3912,3858,17620,18244,7770,21478,144134,54771,161231,61267.78,305365,116039,0.088497892,0.09372696,0.099223286,0.09307834400000001,0.091040829,0.09822627699999999,0.126402498,0.12640132199999998,0.129771175,0.129771175,0.12818147800000002,0.128182247,FR633,FR,Haute-Vienne,3,FR633,FR633,"POLYGON ((1.415 46.347, 1.602 45.857, 1.899 45.698, 1.253 45.444, 0.63 45.715, 0.823 46.129, 1.177 46.384, 1.415 46.347))"
71,FR711,8505,8047,26407,24158,16552,34454,223296,84852,232277,88265.26,455573,173118,0.222073579,0.22241336899999997,0.159039081,0.128544185,0.222238822,0.17053490300000002,0.214868266,0.214865485,0.200719409,0.200719409,0.20739633300000002,0.207397025,FR711,FR,Ain,3,FR711,FR711,"POLYGON ((5.311 46.447, 5.474 46.264, 6.064 46.416, 6.126 46.317, 5.956 46.132, 5.831 45.938, 5.624 45.613, 5.404 45.857, 5.101 45.813, 4.731 45.941, 4.78 46.177, 4.954 46.513, 5.311 46.447))"
72,FR712,3769,3704,11488,10844,7473,15192,119885,45556,129734,49298.92,249619,94855,0.084339101,0.08899606800000001,0.057480888,0.048701065,0.086603822,0.06319760599999999,0.099303556,0.09930125,0.098317518,0.098317518,0.098782835,0.098782891,FR712,FR,Ardèche,3,FR712,FR712,"POLYGON ((4.8 45.298, 4.651 44.33, 4.649 44.27, 4.259 44.264, 3.998 44.46, 3.863 44.744, 4.483 45.236, 4.756 45.366, 4.8 45.298))"
73,FR713,6322,6128,20532,19813,12450,26660,180197,68475,196685,74740.3,376882,143215,0.158586593,0.16346153800000002,0.11904616,0.102487526,0.16095731800000002,0.127102918,0.166703918,0.166702937,0.16517638699999998,0.16517638699999998,0.165897237,0.165897358,FR713,FR,Drôme,3,FR713,FR713,"POLYGON ((5.801 44.707, 5.418 44.425, 5.676 44.191, 5.499 44.116, 4.805 44.304, 4.651 44.33, 4.8 45.298, 5.01 45.342, 5.464 44.792, 5.801 44.707))"
74,FR714,16050,15624,65088,61685,31674,80712,451436,171546,479212,182100.56,930648,353646,0.441500654,0.455179405,0.422352469,0.35359096100000004,0.448152741,0.42830713299999995,0.469821151,0.469820842,0.44731459999999995,0.44731459999999995,0.457935566,0.457935495,FR714,FR,Isère,3,FR714,FR714,"POLYGON ((5.624 45.613, 5.74 45.438, 6.13 45.436, 6.261 45.127, 6.204 45.012, 6.355 44.855, 5.801 44.707, 5.464 44.792, 5.01 45.342, 4.8 45.298, 4.756 45.366, 4.757 45.456, 5.154 45.7, 5.101 45.813, 5.404 45.857, 5.624 45.613))"
75,FR715,9190,8730,35321,34797,17920,44051,277477,105441,307792,116960.96,585269,222402,0.24199505600000001,0.24339518300000001,0.219719403,0.192345519,0.24267594899999997,0.224014087,0.275417062,0.275414956,0.276130492,0.276130492,0.27579382,0.275793827,FR715,FR,Loire,3,FR715,FR715,"POLYGON ((4.388 46.22, 4.285 46.053, 4.366 45.671, 4.757 45.456, 4.756 45.366, 4.483 45.236, 3.897 45.357, 3.985 45.495, 3.694 45.931, 3.832 46, 3.768 46.239, 3.9 46.276, 4.388 46.22))"
76,FR716,21275,20456,105576,113794,41731,126032,637759,242348,713247,271033.86,1351006,513382,0.5934564489999999,0.603618825,0.697966658,0.666084964,0.598398494,0.6808523679999999,0.6780423590000001,0.678039972,0.6810275440000001,0.6810275440000001,0.6796188190000001,0.67961863,FR716,FR,Rhône,3,FR716,FR716,"POLYGON ((4.78 46.177, 4.731 45.941, 5.101 45.813, 5.154 45.7, 4.757 45.456, 4.366 45.671, 4.285 46.053, 4.388 46.22, 4.78 46.177))"
77,FR717,5594,4998,19807,18053,10592,24805,158211,60120,167998,63839.24,326209,123959,0.13741457,0.12874785,0.114110864,0.09193293,0.133199875,0.11676595,0.14213394199999999,0.14213201,0.136528863,0.136528863,0.139173931,0.139173698,FR717,FR,Savoie,3,FR717,FR717,"POLYGON ((6.802 45.779, 7.105 45.468, 7.125 45.244, 6.63 45.11, 6.261 45.127, 6.13 45.436, 5.74 45.438, 5.624 45.613, 5.831 45.938, 6.238 45.685, 6.511 45.909, 6.802 45.779))"
78,FR718,9905,9279,34381,31079,19184,43660,278424,105801,294405,111873.9,572829,217675,0.262789007,0.260260506,0.213320536,0.170048935,0.261559377,0.221835244,0.27647536100000003,0.276473667,0.262761914,0.262761914,0.26923336600000003,0.269233652,FR718,FR,Haute-Savoie,3,FR718,FR718,"POLYGON ((7.045 45.922, 6.802 45.779, 6.511 45.909, 6.238 45.685, 5.831 45.938, 5.956 46.132, 6.31 46.244, 6.22 46.312, 6.232 46.329, 6.241 46.344, 6.821 46.427, 6.798 46.137, 7.045 45.922))"
79,FR721,3884,3514,12821,12264,7398,16335,131249,49875,146421,55639.98,277670,105515,0.08768358300000001,0.083159253,0.066555027,0.057216705,0.085483365,0.069566962,0.112003147,0.11200284699999999,0.114981555,0.114981555,0.11357602800000001,0.11357694,FR721,FR,Allier,3,FR721,FR721,"POLYGON ((3.629 46.749, 3.999 46.465, 3.9 46.276, 3.768 46.239, 3.832 46, 3.694 45.931, 2.565 46.143, 2.281 46.42, 3.032 46.795, 3.629 46.749))"
80,FR722,1435,1433,5265,4835,2868,6698,58626,22278,62961,23925.18,121587,46203,0.016460666000000002,0.019230768999999998,0.015119026,0.012665515,0.017807788999999997,0.015864878,0.030844896,0.030843792999999998,0.031636405,0.031636405,0.031262887999999996,0.031263184,FR722,FR,Cantal,3,FR722,FR722,"POLYGON ((3.104 45.354, 3.361 44.971, 3.103 44.885, 2.982 44.645, 2.717 44.929, 2.479 44.648, 2.207 44.616, 2.063 44.977, 2.508 45.479, 3.104 45.354))"
81,FR723,2871,2661,8466,7684,5532,11127,85586,32523,90815,34509.7,176401,67032,0.058223062,0.056955026,0.036909211000000004,0.029750767999999997,0.057606406,0.040545435,0.060973455999999995,0.060972955999999995,0.059452075,0.059452075,0.060170022999999996,0.060169868,FR723,FR,Haute-Loire,3,FR723,FR723,"POLYGON ((4.483 45.236, 3.863 44.744, 3.361 44.971, 3.104 45.354, 3.897 45.357, 4.483 45.236))"
82,FR724,7168,6743,33819,32893,13911,40562,244629,92959,267220,101543.6,511849,194503,0.183190345,0.18235438699999998,0.20949483,0.180927365,0.182783812,0.204571671,0.238708495,0.23870707800000002,0.23561432300000001,0.23561432300000001,0.23707448,0.23707533,FR724,FR,Puy-de-Dôme,3,FR724,FR724,"POLYGON ((3.694 45.931, 3.985 45.495, 3.897 45.357, 3.104 45.354, 2.508 45.479, 2.492 45.738, 2.388 45.827, 2.609 45.967, 2.565 46.143, 3.694 45.931))"
83,FR811,4305,4071,13906,13172,8376,17977,135808,51607,150023,57008.74,285831,108616,0.099927294,0.10027033699999999,0.073940953,0.062661917,0.10009411800000001,0.07871699,0.117097958,0.117096425,0.118578599,0.118578599,0.117879876,0.117880537,FR811,FR,Aude,3,FR811,FR811,"POLYGON ((2.166 42.664, 1.949 43.121, 1.688 43.274, 2.029 43.437, 2.265 43.453, 2.566 43.423, 2.617 43.284, 3.241 43.213, 2.989 42.865, 2.335 42.84, 2.166 42.664))"
84,FR812,9257,8958,30652,29564,18215,39610,265873,101032,295284,112207.92,561157,213240,0.24394358,0.25039936100000004,0.187936093,0.160963587,0.247083078,0.19926666,0.26244926399999996,0.262448682,0.263639704,0.263639704,0.263077929,0.263078717,FR812,FR,Gard,3,FR812,FR812,"POLYGON ((4.649 44.27, 4.739 43.924, 4.23 43.46, 4.101 43.554, 4.141 43.738, 3.787 43.967, 3.358 43.914, 3.448 44.019, 3.263 44.092, 3.374 44.171, 3.874 44.13, 3.998 44.46, 4.259 44.264, 4.649 44.27))"
85,FR813,12594,12105,57144,60237,24699,69249,395356,150235,448027,170250.26,843383,320486,0.340991712,0.347075449,0.368275233,0.34490740700000005,0.34395028200000005,0.364429684,0.407150169,0.407148067,0.416172514,0.416172514,0.41191482,0.41191573200000003,FR813,FR,Hérault,3,FR813,FR813,"POLYGON ((4.101 43.554, 3.241 43.213, 2.617 43.284, 2.566 43.423, 2.935 43.695, 3.358 43.914, 3.787 43.967, 4.141 43.738, 4.101 43.554))"
86,FR814,869,807,3044,2723,1676,3851,31025,11790,31281,11886.78,62306,23676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FR814,FR,Lozère,3,FR814,FR814,"POLYGON ((3.863 44.744, 3.998 44.46, 3.874 44.13, 3.374 44.171, 3.12 44.262, 2.982 44.645, 3.103 44.885, 3.361 44.971, 3.863 44.744))"
87,FR815,5448,5173,18345,18199,10621,23518,167723,63735,193077,73369.26,360800,137104,0.133168533,0.134123863,0.10415858300000001,0.092808482,0.133633118,0.109594156,0.152763871,0.152763237,0.161573352,0.161573352,0.157416109,0.157416454,FR815,FR,Pyrénées-Orientales,3,FR815,FR815,"POLYGON ((3.175 42.435, 1.965 42.382, 1.731 42.492, 1.726 42.504, 1.786 42.574, 2.166 42.664, 2.335 42.84, 2.989 42.865, 3.035 42.842, 3.05 42.871, 3.044 42.838, 3.175 42.435))"
88,FR821,1944,1898,5877,5615,3842,7775,60814,23109,67058,25482.04,127872,48591,0.031263632,0.033515606,0.019285097,0.01734312,0.032358785,0.02186645,0.033290047999999996,0.033287652,0.035727767,0.035727767,0.034577394,0.034577273,FR821,FR,Alpes-de-Haute-Provence,3,FR821,FR821,"POLYGON ((6.887 44.361, 6.687 44.168, 6.944 43.899, 6.636 43.789, 5.757 43.729, 5.499 44.116, 5.676 44.191, 5.909 44.19, 6.083 44.477, 6.632 44.447, 6.948 44.655, 6.887 44.361))"
89,FR822,1791,1698,5187,4534,3489,6885,52816,20070,56543,21486.34,109359,41556,0.026814018,0.02737159,0.014588056,0.010860439,0.02708517,0.016906934,0.024352057000000003,0.024350363,0.025227237000000003,0.025227237000000003,0.024814235,0.024814034,FR822,FR,Hautes-Alpes,3,FR822,FR822,"POLYGON ((6.63 45.11, 7.066 44.713, 6.948 44.655, 6.632 44.447, 6.083 44.477, 5.909 44.19, 5.676 44.191, 5.418 44.425, 5.801 44.707, 6.355 44.855, 6.204 45.012, 6.261 45.127, 6.63 45.11))"
90,FR823,12391,11708,47280,46840,24099,58988,403489,153326,467688,177721.44,871177,331047,0.335087974,0.334879577,0.301127971,0.264566542,0.334986629,0.307250366,0.416239026,0.416238281,0.435806459,0.435806459,0.426572479,0.42657238799999997,FR823,FR,Alpes-Maritimes,3,FR823,FR823,"POLYGON ((7.714 44.062, 7.53 43.784, 7.436 43.77, 7.414 43.744, 6.934 43.48, 6.753 43.741, 6.636 43.789, 6.944 43.899, 6.687 44.168, 6.887 44.361, 7.008 44.237, 7.714 44.062))"
91,FR824,24736,23008,101812,102608,47744,124820,726201,275956,824162,313181.56,1550363,589138,0.694110804,0.682016466,0.67234396,0.59900331,0.68822923,0.67409851,0.776878788,0.776876566,0.791789913,0.791789913,0.7847532709999999,0.784753525,FR824,FR,Bouches-du-Rhône,3,FR824,FR824,"POLYGON ((5.754 43.725, 5.672 43.179, 4.23 43.46, 4.739 43.924, 5.754 43.725))"
92,FR825,11618,11405,42657,39140,23023,54062,383785,145838,428545,162847.1,812330,308685,0.312607242,0.325571393,0.269657797,0.218390184,0.318911813,0.279800282,0.39421925,0.39421708299999997,0.396717324,0.396717324,0.395538469,0.395538193,FR825,FR,Var,3,FR825,FR825,"POLYGON ((6.934 43.48, 6.621 43.158, 5.672 43.179, 5.754 43.725, 5.757 43.729, 6.636 43.789, 6.753 43.741, 6.934 43.48))"
93,FR826,7251,6858,23572,24036,14109,30430,200568,76216,224998,85499.24,425566,161715,0.185604188,0.185887196,0.139740369,0.12781256,0.185741817,0.148111205,0.189469085,0.189468174,0.193450425,0.193450425,0.19157160899999998,0.191571833,FR826,FR,Vaucluse,3,FR826,FR826,"POLYGON ((5.757 43.729, 5.754 43.725, 4.739 43.924, 4.649 44.27, 4.651 44.33, 4.805 44.304, 5.499 44.116, 5.757 43.729))"
94,FR831,1653,1477,6046,6021,3130,7523,56526,21480,61821,23491.98,118347,44972,0.02280064,0.020582453,0.020435531,0.019777873999999997,0.021721918,0.020462182,0.028498087000000002,0.028496982999999997,0.030497974,0.030497974,0.029554216,0.029554791,FR831,FR,Corse-du-Sud,3,FR831,FR831,"POLYGON ((9.401999999999999 41.859, 9.220000000000001 41.368, 8.789 41.557, 8.590999999999999 41.962, 8.573 42.239, 8.692 42.266, 8.573 42.381, 9.045999999999999 42.208, 9.237 41.847, 9.401999999999999 41.859))"
