STATE,COUNTY,STNAME,VOLOVERALLFEMALE1112ALL,VOLOVERALLFEMALE1112AA,VOLOVERALLFEMALE1112HISP,VOLOVERALLFEMALE1112OTHER,VOLOVERALLMALE1112ALL,VOLOVERALLMALE1112AA,VOLOVERALLMALE1112HISP,VOLOVERALLMALE1112OTHER,VOLOVERALLFEMALE1826ALL,VOLOVERALLFEMALE1826AA,VOLOVERALLFEMALE1826HISP,VOLOVERALLFEMALE1826OTHER,VOLOVERALLMALE1826ALL,VOLOVERALLMALE1826AA,VOLOVERALLMALE1826HISP,VOLOVERALLMALE1826OTHER,VOLLOWINCOMEFEMALE1112ALL,VOLLOWINCOMEFEMALE1112AA,VOLLOWINCOMEFEMALE1112HISP,VOLLOWINCOMEFEMALE1112OTHER,VOLLOWINCOMEMALE1112ALL,VOLLOWINCOMEMALE1112AA,VOLLOWINCOMEMALE1112HISP,VOLLOWINCOMEMALE1112OTHER,VOLLOWINCOMEFEMALE1826ALL,VOLLOWINCOMEFEMALE1826AA,VOLLOWINCOMEFEMALE1826HISP,VOLLOWINCOMEFEMALE1826OTHER,VOLLOWINCOMEMALE1826ALL,VOLLOWINCOMEMALE1826AA,VOLLOWINCOMEMALE1826HISP,VOLLOWINCOMEMALE1826OTHER,VOLLOWINSUREDFEMALE1112ALL,VOLLOWINSUREDFEMALE1112AA,VOLLOWINSUREDFEMALE1112HISP,VOLLOWINSUREDFEMALE1112OTHER,VOLLOWINSUREDMALE1112ALL,VOLLOWINSUREDMALE1112AA,VOLLOWINSUREDMALE1112HISP,VOLLOWINSUREDMALE1112OTHER,VOLLOWINSUREDFEMALE1826ALL,VOLLOWINSUREDFEMALE1826AA,VOLLOWINSUREDFEMALE1826HISP,VOLLOWINSUREDFEMALE1826OTHER,VOLLOWINSUREDMALE1826ALL,VOLLOWINSUREDMALE1826AA,VOLLOWINSUREDMALE1826HISP,VOLLOWINSUREDMALE1826OTHER,VOLOVERALLBOTH1112ALL,VOLOVERALLBOTH1112AA,VOLOVERALLBOTH1112HISP,VOLOVERALLBOTH1112OTHER,VOLOVERALLBOTH1826ALL,VOLOVERALLBOTH1826AA,VOLOVERALLBOTH1826HISP,VOLOVERALLBOTH1826OTHER,VOLLOWINCOMEBOTH1112ALL,VOLLOWINCOMEBOTH1112AA,VOLLOWINCOMEBOTH1112HISP,VOLLOWINCOMEBOTH1112OTHER,VOLLOWINCOMEBOTH1826ALL,VOLLOWINCOMEBOTH1826AA,VOLLOWINCOMEBOTH1826HISP,VOLLOWINCOMEBOTH1826OTHER,VOLLOWINSUREDBOTH1112ALL,VOLLOWINSUREDBOTH1112AA,VOLLOWINSUREDBOTH1112HISP,VOLLOWINSUREDBOTH1112OTHER,VOLLOWINSUREDBOTH1826ALL,VOLLOWINSUREDBOTH1826AA,VOLLOWINSUREDBOTH1826HISP,VOLLOWINSUREDBOTH1826OTHER,NORMOVERALLFEMALE1112ALL,NORMOVERALLFEMALE1112AA,NORMOVERALLFEMALE1112HISP,NORMOVERALLFEMALE1112OTHER,NORMOVERALLMALE1112ALL,NORMOVERALLMALE1112AA,NORMOVERALLMALE1112HISP,NORMOVERALLMALE1112OTHER,NORMOVERALLFEMALE1826ALL,NORMOVERALLFEMALE1826AA,NORMOVERALLFEMALE1826HISP,NORMOVERALLFEMALE1826OTHER,NORMOVERALLMALE1826ALL,NORMOVERALLMALE1826AA,NORMOVERALLMALE1826HISP,NORMOVERALLMALE1826OTHER,NORMLOWINCOMEFEMALE1112ALL,NORMLOWINCOMEFEMALE1112AA,NORMLOWINCOMEFEMALE1112HISP,NORMLOWINCOMEFEMALE1112OTHER,NORMLOWINCOMEMALE1112ALL,NORMLOWINCOMEMALE1112AA,NORMLOWINCOMEMALE1112HISP,NORMLOWINCOMEMALE1112OTHER,NORMLOWINCOMEFEMALE1826ALL,NORMLOWINCOMEFEMALE1826AA,NORMLOWINCOMEFEMALE1826HISP,NORMLOWINCOMEFEMALE1826OTHER,NORMLOWINCOMEMALE1826ALL,NORMLOWINCOMEMALE1826AA,NORMLOWINCOMEMALE1826HISP,NORMLOWINCOMEMALE1826OTHER,NORMLOWINSUREDFEMALE1112ALL,NORMLOWINSUREDFEMALE1112AA,NORMLOWINSUREDFEMALE1112HISP,NORMLOWINSUREDFEMALE1112OTHER,NORMLOWINSUREDMALE1112ALL,NORMLOWINSUREDMALE1112AA,NORMLOWINSUREDMALE1112HISP,NORMLOWINSUREDMALE1112OTHER,NORMLOWINSUREDFEMALE1826ALL,NORMLOWINSUREDFEMALE1826AA,NORMLOWINSUREDFEMALE1826HISP,NORMLOWINSUREDFEMALE1826OTHER,NORMLOWINSUREDMALE1826ALL,NORMLOWINSUREDMALE1826AA,NORMLOWINSUREDMALE1826HISP,NORMLOWINSUREDMALE1826OTHER,NORMOVERALLBOTH1112ALL,NORMOVERALLBOTH1112AA,NORMOVERALLBOTH1112HISP,NORMOVERALLBOTH1112OTHER,NORMOVERALLBOTH1826ALL,NORMOVERALLBOTH1826AA,NORMOVERALLBOTH1826HISP,NORMOVERALLBOTH1826OTHER,NORMLOWINCOMEBOTH1112ALL,NORMLOWINCOMEBOTH1112AA,NORMLOWINCOMEBOTH1112HISP,NORMLOWINCOMEBOTH1112OTHER,NORMLOWINCOMEBOTH1826ALL,NORMLOWINCOMEBOTH1826AA,NORMLOWINCOMEBOTH1826HISP,NORMLOWINCOMEBOTH1826OTHER,NORMLOWINSUREDBOTH1112ALL,NORMLOWINSUREDBOTH1112AA,NORMLOWINSUREDBOTH1112HISP,NORMLOWINSUREDBOTH1112OTHER,NORMLOWINSUREDBOTH1826ALL,NORMLOWINSUREDBOTH1826AA,NORMLOWINSUREDBOTH1826HISP,NORMLOWINSUREDBOTH1826OTHER
18,141,Indiana,1778,310,225,159,1875,326,239,157,2162,312,195,151,1981,277,188,120,989,417,170,410,631,218,157,256,4006,1303,521,2267,2416,588,282,1567,796,369,89,346,544,218,133,193,1213,497,134,599,533,163,111,259,3653,636,464,316,4143,589,383,271,1620,635,327,666,6422,1891,803,3834,1340,587,222,539,1746,660,245,858,0.027966968,0.031965354,0.005722424,0.014673311,0.028286943,0.033103168,0.005860572,0.013816774,0.028361165,0.030060699,0.004720292,0.01058906,0.025108686,0.028527291,0.004297732,0.008159935,0.030916878,0.061640798,0.006730274,0.102320938,0.01830711,0.032296296,0.006036372,0.053013046,0.02818716,0.046177836,0.00724678,0.044373484,0.018754347,0.029176797,0.004774482,0.031809937,0.030508604,0.061623246,0.004209431,0.097961495,0.01953602,0.035867062,0.005961987,0.053359137,0.023156564,0.027043204,0.003894896,0.065910622,0.015782772,0.021623773,0.005186916,0.032018791,0.028126955,0.032534261,0.005791498,0.014245042,0.026734926,0.029293995,0.004509012,0.009374498,0.024611994,0.046968547,0.006383323,0.077666992,0.023470754,0.037677317,0.006010631,0.03809171,0.025022312,0.048745154,0.005085709,0.075660316,0.019469668,0.024333488,0.004540906,0.048964707
18,143,Indiana,155,1,3,3,168,1,3,3,142,0,3,3,143,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,2,6.00E+00,6,285,0,7.00E+00,5,,,,,,,,,,,,,,,,,0.002438065,0.000103114,7.6299E-05,0.000276855,0.00253451,0.000101543,7.35637E-05,0.000264015,0.001862759,0,7.26199E-05,0.000210379,0.00181249,0,9.14411E-05,0.000135999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002486288,0.000102329,7.49313E-05,0.000270435,0.001837624,0,8.20305E-05,0.000173189,,,,,,,,,,,,,,,,
18,145,Indiana,300,6,16,10,311,4,15,8,251,3,13,4,264,5,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611,10,31,18,515,8,27,10,,,,,,,,,,,,,,,,,0.004718836,0.000618684,0.000406928,0.00092285,0.004691861,0.000406174,0.000367818,0.000704039,0.003292624,0.000289045,0.000314686,0.000280505,0.003346135,0.000514933,0.000320044,0.000407997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004705348,0.000512429,0.000387373,0.000813445,0.003319379,0.000401989,0.000317365,0.000344251,,,,,,,,,,,,,,,,
18,147,Indiana,141,2,7,3,145,2,8,3,96,1,4,3,108,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,4,15,6,204,2,8,5,,,,,,,,,,,,,,,,,0.002217853,0.000206228,0.000178031,0.000276855,0.002187524,0.000203087,0.00019617,0.000264015,0.00125933,9.63484E-05,9.68265E-05,0.000210379,0.001368873,0.000102987,9.14411E-05,0.000135999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002202688,0.000204658,0.0001871,0.000270435,0.001314102,9.96675E-05,9.41338E-05,0.000173189,,,,,,,,,,,,,,,,
18,149,Indiana,161,1,8,4,157,1,8,3,137,1,7,2,136,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,2,16,7,273,2,13,6,,,,,,,,,,,,,,,,,0.002532442,0.000103114,0.000203464,0.00036914,0.00236856,0.000101543,0.00019617,0.000264015,0.001797169,9.63484E-05,0.000169446,0.000140252,0.001723766,0.000102987,0.000137162,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002450501,0.000102329,0.000199817,0.000316577,0.001760468,9.96675E-05,0.000153304,0.000206125,,,,,,,,,,,,,,,,
18,151,Indiana,218,1,12,7,222,2,11,6,212,3,9,6,278,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,3,23,13,490,9,18,12,,,,,,,,,,,,,,,,,0.003429021,0.000103114,0.000305196,0.000645995,0.003349174,0.000203087,0.000269733,0.00052803,0.002781021,0.000289045,0.00021786,0.000420757,0.003523581,0.00061792,0.000205743,0.000407997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003389097,0.0001531,0.000287465,0.000587012,0.003152301,0.000453482,0.000211801,0.000414377,,,,,,,,,,,,,,,,
18,153,Indiana,122,0,3,4,135,1,2,3,109,1,2,2,165,25,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,1,5.00E+00,7,274,26,9.00E+00,5,,,,,,,,,,,,,,,,,0.001918993,0,7.6299E-05,0.00036914,0.00203666,0.000101543,4.90424E-05,0.000264015,0.001429864,9.63484E-05,4.84133E-05,0.000140252,0.002091334,0.002574665,0.000160022,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001977827,5.07717E-05,6.26707E-05,0.000316577,0.001760599,0.001335507,0.000104218,0.000172125,,,,,,,,,,,,,,,,
18,155,Indiana,71,0,2,1,78,0,2,2,59,0,1,1,60,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,4.00E+00,3.00E+00,119,0,2.00E+00,2,,,,,,,,,,,,,,,,,0.001116791,0,5.0866E-05,9.2285E-05,0.001176737,0,4.90424E-05,0.00017601,0.000773963,0,2.42066E-05,7.01262E-05,0.000760485,0,2.28603E-05,6.79995E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001146764,0,4.99542E-05,0.000134147,0.000767224,0,2.35335E-05,6.90628E-05,,,,,,,,,,,,,,,,
18,157,Indiana,950,60,137,80,957,62,134,74,2883,159,160,339,3694,142,200,598,298,137,19,142,347,31,34,282,8583,908,379,7296,8778,424,349,8005,238,137,19,82,275,31,34,210,601,160,53,388,145,36,21,88,1907,122,271,154,6577,301,360,937,645,168,53,424,17361,1332,728,15301,513,168,53,292,746,196,74,476,0.014942981,0.006186843,0.003484321,0.007382798,0.014437656,0.006295695,0.003285844,0.006512365,0.03781926,0.015319395,0.00387306,0.023772791,0.046820538,0.014624099,0.004572056,0.040663675,0.009315702,0.020251293,0.000752207,0.035437984,0.009907725,0.004592593,0.00130724,0.058397184,0.062272399,0.032179183,0.00527165,0.148651171,0.073385829,0.021039051,0.005908845,0.17422466,0.009121919,0.022879092,0.000898643,0.023216308,0.009875745,0.005100362,0.001524117,0.058059165,0.01106457,0.008706062,0.001540519,0.042218729,0.004293625,0.004775803,0.000981308,0.010878971,0.014690318,0.006241269,0.003385082,0.006947581,0.042319899,0.014971747,0.004222558,0.032218233,0.009611714,0.012421943,0.001029723,0.046917584,0.067829114,0.026609117,0.005590247,0.161437915,0.009498832,0.013989727,0.00121138,0.040637737,0.007679097,0.006740932,0.001260913,0.02654885
18,159,Indiana,101,0,3,2,115,1,4,3,79,0,4,1,88,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,1,7.00E+00,5,167,0,7.00E+00,3,,,,,,,,,,,,,,,,,0.001588675,0,7.6299E-05,0.00018457,0.001734932,0.000101543,9.80849E-05,0.000264015,0.001036324,0,9.68265E-05,7.01262E-05,0.001115378,0,6.85808E-05,0.000135999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001661804,5.07717E-05,8.71919E-05,0.000224292,0.001075851,0,8.27037E-05,0.000103063,,,,,,,,,,,,,,,,
18,161,Indiana,51,0,1,2,58,0,1,1,39,1,1,0,44,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,2.00E+00,3,83,1,2.00E+00,1.00E+00,,,,,,,,,,,,,,,,,0.000802202,0,2.5433E-05,0.00018457,0.000875009,0,2.45212E-05,8.80049E-05,0.000511603,9.63484E-05,2.42066E-05,0,0.000557689,0,2.28603E-05,6.79995E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000838606,0,2.49771E-05,0.000136287,0.000534646,4.81742E-05,2.35335E-05,3.39997E-05,,,,,,,,,,,,,,,,
18,163,Indiana,1044,129,38,92,1108,142,35,82,1537,147,39,57,1397,140,44,54,401,97,0,304,427,90,71,266,3243,282,257,2704,2171,265,17,1889,344,97,0,247,342,90,0,252,1152,134,0,1018,420,170,0,250,2152,271,73,174,2934,287,83,111,828,187,71,570,5414,547,274,4593,686,187,0,499,1572,304,0,1268,0.016421549,0.013301712,0.000966454,0.008490218,0.016715697,0.014419171,0.000858243,0.007216404,0.020162401,0.014163214,0.000944058,0.003997195,0.01770663,0.014418126,0.001005852,0.003671971,0.012535559,0.014338507,0,0.075867232,0.012273749,0.013333333,0.002729824,0.055083868,0.022505045,0.009993975,0.003574707,0.053434798,0.016650494,0.013149407,0.000287823,0.038932885,0.013184623,0.016199065,0,0.06993205,0.012281836,0.014807502,0,0.069670998,0.021951316,0.007291327,0,0.112957557,0.012436706,0.022552401,0,0.030906169,0.016568623,0.013860442,0.000912348,0.007853311,0.018934516,0.01429067,0.000974955,0.003834583,0.012404654,0.01383592,0.001364912,0.06547555,0.01957777,0.011571691,0.001931265,0.046183841,0.012733229,0.015503284,0,0.069801524,0.017194011,0.014921864,0,0.071931863
18,165,Indiana,105,0,2,3,118,0,2,3,82,0,1,1,87,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,4.00E+00,6,169,0,2.00E+00,2,,,,,,,,,,,,,,,,,0.001651593,0,5.0866E-05,0.000276855,0.001780192,0,4.90424E-05,0.000264015,0.001075678,0,2.42066E-05,7.01262E-05,0.001102704,0,2.28603E-05,6.79995E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001715892,0,4.99542E-05,0.000270435,0.001089191,0,2.35335E-05,6.90628E-05,,,,,,,,,,,,,,,,
18,167,Indiana,610,36,15,44,659,41,20,51,1103,109,24,66,1222,122,38,65,489,63,10,416,192,0,7,185,2717,193,35,2489,2265,142,121,2002,290,63,10,217,154,0,7,147,826,79,35,712,296,95,0,201,1269,77,35,95,2325,231,62,131,681,63,17,601,4982,335,156,4491,444,63,17,364,1122,174,35,913,0.009594967,0.003712106,0.000381495,0.004060539,0.009941917,0.004163282,0.000490424,0.004488251,0.014469179,0.010501975,0.000580959,0.004628331,0.015488548,0.012564367,0.000868691,0.004419965,0.015286505,0.009312639,0.000395898,0.103818318,0.005323554,0,0.000269138,0.038310209,0.018587887,0.006839848,0.000486828,0.048976714,0.017457687,0.007046097,0.002048625,0.041432553,0.011114944,0.010521042,0.00047297,0.061438279,0.005530417,0,0.000313789,0.040641416,0.015510156,0.004298618,0.001017324,0.078598698,0.008764917,0.012602812,0,0.02484856,0.009768442,0.003937694,0.00043596,0.004274395,0.014978864,0.011533171,0.000724825,0.004524148,0.010305029,0.004656319,0.000332518,0.071064264,0.018022787,0.006942973,0.001267727,0.045204634,0.008322681,0.005260521,0.000393379,0.051039847,0.012137536,0.008450715,0.000508662,0.051723629
18,169,Indiana,203,2,7,6,213,2,6,7,217,6,7,6,226,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,4,13,13,443,9,17,10,,,,,,,,,,,,,,,,,0.003193079,0.000206228,0.000178031,0.00055371,0.003213397,0.000203087,0.000147127,0.000616034,0.002846611,0.00057809,0.000169446,0.000420757,0.002864494,0.00030896,0.000228603,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003203238,0.000204658,0.000162579,0.000584872,0.002855553,0.000443525,0.000199025,0.000346378,,,,,,,,,,,,,,,,
18,171,Indiana,53,0,1,1,60,0,2,0,42,0,1,0,46,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,3.00E+00,1.00E+00,88,0,1.00E+00,1,,,,,,,,,,,,,,,,,0.000833661,0,2.5433E-05,9.2285E-05,0.000905182,0,4.90424E-05,0,0.000550957,0,2.42066E-05,0,0.000583039,0,0,6.79995E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000869422,0,3.72377E-05,4.61425E-05,0.000566998,0,1.21033E-05,3.39997E-05,,,,,,,,,,,,,,,,
18,173,Indiana,436,7,12,24,481,7,13,31,291,4,4,9,304,6,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917,14,25,55,595,10,11,23,,,,,,,,,,,,,,,,,0.006858042,0.000721798,0.000305196,0.002214839,0.007256544,0.000710804,0.000318776,0.002728153,0.003817345,0.000385394,9.68265E-05,0.000631136,0.003853125,0.00061792,0.000160022,0.000951992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007057293,0.000716301,0.000311986,0.002471496,0.003835235,0.000501657,0.000128424,0.000791564,,,,,,,,,,,,,,,,
18,175,Indiana,199,1,4,4,211,1,6,4,158,0,2,2,162,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,2,10,8,320,1,4,4,,,,,,,,,,,,,,,,,0.003130161,0.000103114,0.000101732,0.00036914,0.003183224,0.000101543,0.000147127,0.00035202,0.002072648,0,4.84133E-05,0.000140252,0.00205331,0.000102987,4.57206E-05,0.000135999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003156693,0.000102329,0.00012443,0.00036058,0.002062979,5.14933E-05,4.70669E-05,0.000138126,,,,,,,,,,,,,,,,
18,177,Indiana,419,22,17,29,440,26,17,28,447,28,14,23,451,34,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,48,34,57,898,62,35,48,,,,,,,,,,,,,,,,,0.006590641,0.002268509,0.000432361,0.002676264,0.006638003,0.00264013,0.000416861,0.002464138,0.005863756,0.002697755,0.000338893,0.001612903,0.005716314,0.003501545,0.000480066,0.001699986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006614322,0.002454319,0.000424611,0.002570201,0.005790035,0.00309965,0.000409479,0.001656445,,,,,,,,,,,,,,,,
18,179,Indiana,179,0,5,4,195,2,7,4,154,1,5,3,161,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,2,12,8,315,2,9,6,,,,,,,,,,,,,,,,,0.002815572,0,0.000127165,0.00036914,0.002941842,0.000203087,0.000171649,0.00035202,0.002020176,9.63484E-05,0.000121033,0.000210379,0.002040635,0.000102987,9.14411E-05,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002878707,0.000101543,0.000149407,0.00036058,0.002030405,9.96675E-05,0.000106237,0.000207189,,,,,,,,,,,,,,,,
18,181,Indiana,168,2,21,5,174,1,22,4,122,1,11,4,132,1,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,3,43,9,254,2,27,8,,,,,,,,,,,,,,,,,0.002642548,0.000206228,0.000534093,0.000461425,0.002625028,0.000101543,0.000539467,0.00035202,0.001600399,9.63484E-05,0.000266273,0.000280505,0.001673067,0.000102987,0.000365764,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002633788,0.000153886,0.00053678,0.000406722,0.001636733,9.96675E-05,0.000316019,0.000276251,,,,,,,,,,,,,,,,
18,183,Indiana,226,1,5,9,237,1,8,7,175,1,4,3,193,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,2,13,16,368,3,8,7,,,,,,,,,,,,,,,,,0.003554856,0.000103114,0.000127165,0.000830565,0.00357547,0.000101543,0.00019617,0.000616034,0.002295654,9.63484E-05,9.68265E-05,0.000210379,0.002446227,0.000205973,9.14411E-05,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003565163,0.000102329,0.000161667,0.0007233,0.002370941,0.000151161,9.41338E-05,0.000241188,,,,,,,,,,,,,,,,
19,1,Iowa,49,0,2,1,47,0,2,1,29,0,1,0,39,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,4.00E+00,2.00E+00,68,0,1.00E+00,0.00E+00,,,,,,,,,,,,,,,,,0.000770743,0,5.0866E-05,9.2285E-05,0.000709059,0,4.90424E-05,8.80049E-05,0.000380423,0,2.42066E-05,0,0.000494315,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000739901,0,4.99542E-05,9.0145E-05,0.000437369,0,1.21033E-05,0,,,,,,,,,,,,,,,,
19,3,Iowa,20,0,0,1,25,0,0,1,20,0,0,0,19,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0,0,2.00E+00,39,0,0,1.00E+00,,,,,,,,,,,,,,,,,0.000314589,0,0,9.2285E-05,0.000377159,0,0,8.80049E-05,0.00026236,0,0,0,0.00024082,0,0,6.79995E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000345874,0,0,9.0145E-05,0.00025159,0,0,3.39997E-05,,,,,,,,,,,,,,,,
19,5,Iowa,86,2,7,1,85,1,7,3,64,2,4,2,80,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,3,14,4.00E+00,144,5,14,5,,,,,,,,,,,,,,,,,0.001352733,0.000206228,0.000178031,9.2285E-05,0.001282341,0.000101543,0.000171649,0.000264015,0.000839553,0.000192697,9.68265E-05,0.000140252,0.00101398,0.00030896,0.000228603,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001317537,0.000153886,0.00017484,0.00017815,0.000926767,0.000250828,0.000162715,0.000172125,,,,,,,,,,,,,,,,
19,7,Iowa,78,1,2,3,77,1,1,2,69,0,2,1,65,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,2,3.00E+00,5,134,1,4.00E+00,2,,,,,,,,,,,,,,,,,0.001226897,0.000103114,5.0866E-05,0.000276855,0.00116165,0.000101543,2.45212E-05,0.00017601,0.000905144,0,4.84133E-05,7.01262E-05,0.000823859,0.000102987,4.57206E-05,6.79995E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001194274,0.000102329,3.76936E-05,0.000226432,0.000864501,5.14933E-05,4.70669E-05,6.90628E-05,,,,,,,,,,,,,,,,
19,9,Iowa,35,0,0,1,36,0,0,1,26,0,0,1,24,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,2.00E+00,50,0,0,2.00E+00,,,,,,,,,,,,,,,,,0.000550531,0,0,9.2285E-05,0.000543109,0,0,8.80049E-05,0.000341069,0,0,7.01262E-05,0.000304194,0,0,6.79995E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00054682,0,0,9.0145E-05,0.000322631,0,0,6.90628E-05,,,,,,,,,,,,,,,,
19,11,Iowa,181,1,5,5,189,1,2,5,119,1,2,3,130,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,2,7,10,249,3,4.00E+00,6,,,,,,,,,,,,,,,,,0.002847031,0.000103114,0.000127165,0.000461425,0.002851324,0.000101543,4.90424E-05,0.000440025,0.001561045,9.63484E-05,4.84133E-05,0.000210379,0.001647718,0.000205973,4.57206E-05,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002849177,0.000102329,8.81037E-05,0.000450725,0.001604381,0.000151161,4.70669E-05,0.000207189,,,,,,,,,,,,,,,,
19,13,Iowa,747,96,56,63,760,101,52,57,1618,118,58,80,1548,113,56,65,241,141,0,100,279,115,16,148,4119,456,164,3516,2675,197,91,2387,201,141,0,60,224,115,16,93,942,316,80,563,524,57,21,446,1507,197,108,120,3166,231,114,145,520,256,16,248,6794,653,255,5903,425,256,16,153,1466,373,101,1009,0.011749902,0.009898948,0.001424248,0.005813953,0.011465641,0.01025589,0.001275104,0.005016281,0.021224961,0.011369111,0.001403984,0.005610098,0.019620518,0.011637487,0.001280176,0.004419965,0.00753384,0.020842572,0,0.024956326,0.007896605,0.017037037,0.000615172,0.030648167,0.029028679,0.016160471,0.002281136,0.070271839,0.02097842,0.00977522,0.001540702,0.049949122,0.007703806,0.023547094,0,0.016987542,0.008044243,0.018920698,0.000717231,0.025711916,0.017802102,0.017194472,0.002325311,0.061868403,0.015516271,0.007561687,0.000981308,0.055136605,0.011607771,0.010077419,0.001349676,0.005415117,0.020422739,0.011503299,0.00134208,0.005015031,0.007715222,0.018939805,0.000307586,0.027802247,0.02500355,0.012967845,0.001910919,0.060110481,0.007874025,0.021233896,0.000358616,0.021349729,0.016659187,0.01237808,0.00165331,0.058502504
19,15,Iowa,163,2,6,5,185,4,7,5,143,2,4,3,142,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,6,13,10,285,6,8,7,,,,,,,,,,,,,,,,,0.002563901,0.000206228,0.000152598,0.000461425,0.002790978,0.000406174,0.000171649,0.000440025,0.001875877,0.000192697,9.68265E-05,0.000210379,0.001799815,0.000411946,9.14411E-05,0.000271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00267744,0.000306201,0.000162123,0.000450725,0.001837846,0.000302322,9.41338E-05,0.000241188,,,,,,,,,,,,,,,,
19,17,Iowa,149,1,3,7,155,2,2,4,195,6,2,7,202,9,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,3,5.00E+00,11,397,15,5.00E+00,15,,,,,,,,,,,,,,,,,0.002343689,0.000103114,7.6299E-05,0.000645995,0.002338387,0.000203087,4.90424E-05,0.00035202,0.002558014,0.00057809,4.84133E-05,0.000490884,0.0025603,0.00092688,6.85808E-05,0.000543996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002341038,0.0001531,6.26707E-05,0.000499007,0.002559157,0.000752485,5.8497E-05,0.00051744,,,,,,,,,,,,,,,,
19,19,Iowa,153,2,4,4,168,1,3,5,103,1,1,1,111,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,3,7,9,214,2,4.00E+00,4,,,,,,,,,,,,,,,,,0.002406606,0.000206228,0.000101732,0.00036914,0.00253451,0.000101543,7.35637E-05,0.000440025,0.001351156,9.63484E-05,2.42066E-05,7.01262E-05,0.001406898,0.000102987,6.85808E-05,0.000203998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002470558,0.000153886,8.76478E-05,0.000404582,0.001379027,9.96675E-05,4.63937E-05,0.000137062,,,,,,,,,,,,,,,,
