,neighborhood,lat,lng,Manhattan,competitors,rating,review_count,rent,unsupervised_score,price,half-mile_sub_count
125,125,40.68214988562092,-73.9473542486928,0,0.9607843137254902,0.0,0.0,0.8005117760718569,0.09081905655770314,1.0,0.1020408163265306
126,126,40.62713887043478,-74.14209064927536,0,1.0,0.0,0.0,0.9627159223792426,0.046803158741248276,1.0,0.0
127,127,40.900586791071426,-74.12232074142857,0,0.9803921568627451,0.0,0.0,0.8249632995050504,0.05638139005500605,1.0,0.0
128,128,40.69212523346939,-74.17876155244899,0,1.0,0.0,0.0,0.9604505022020295,0.0,1.0,0.0
129,129,40.8081856994,-73.94788787091998,1,1.0,0.7171717171717171,0.014550997782705096,0.881049779216785,0.01920232666018195,0.6,0.18367346938775508
130,130,40.824989956559136,-73.98156288741936,0,1.0,0.8518518518518519,0.14075203252032517,0.8829877974480822,0.033997795811619554,0.19999999999999996,0.0
131,131,40.63289663083333,-73.74314351916667,0,1.0,0.0,0.0,0.9098299301965287,0.011994172826558078,1.0,0.0
132,132,40.82979655305883,-73.91919989535296,0,0.9215686274509804,0.0,0.0,0.913433251518791,0.1140929272292218,1.0,0.26530612244897955
133,133,40.955679209333326,-73.928239168,0,1.0,0.0,0.0,0.9512594217278533,0.0,1.0,0.0
134,134,40.73559573207679,-73.99097674497379,1,0.9607843137254902,0.7407407407407406,0.5638973577235774,0.0,0.07737449377613258,0.3666666666666667,0.6326530612244897
135,135,40.97110372142857,-73.96332190357144,0,0.9607843137254902,0.0,0.0,0.7546249065725619,0.05723370321022701,1.0,0.0
136,136,40.847784585599996,-74.22864705239999,0,1.0,0.0,0.0,0.8622034222848881,0.08279876052369649,1.0,0.0
137,137,40.7004222843421,-73.99062257280701,0,0.9803921568627451,0.0,0.0,0.8376486893191831,0.41744607258640365,1.0,0.13265306122448978
138,138,40.7201611909375,-73.7644829228125,0,1.0,0.0,0.0,0.9075089502788074,0.42919894555019644,1.0,0.0
139,139,40.96489072657895,-73.86621113184209,0,1.0,0.0,0.0,0.9454480450877127,0.0673226293245642,1.0,0.0
140,140,40.74358152525,-74.256952533,0,1.0,0.0,0.0,0.9604505022020295,0.014356865157412729,1.0,0.0
141,141,40.85437474770272,-74.03650904175676,0,1.0,0.0,0.0,0.8244991035215061,0.025286405735963746,1.0,0.0
142,142,40.836934682666666,-73.70643452600001,0,1.0,0.0,0.0,0.6722312160194002,0.0037909655830713294,1.0,0.0
143,143,40.63726185165049,-73.99116944058251,0,0.9803921568627451,0.0,0.0,0.9369853952338675,0.04573306028772738,1.0,0.11224489795918366
144,144,40.733568764405604,-73.87118696755245,0,0.9411764705882353,0.8888888888888888,0.07621951219512195,0.9338520723449438,0.08508302268125802,0.6,0.09183673469387754
145,145,40.604755753157896,-73.95795951410527,0,0.9607843137254902,0.0,0.0,0.9042595783939976,0.08022067031821484,1.0,0.04081632653061224
146,146,40.70339928584906,-73.90310282830188,0,0.9803921568627451,0.8888888888888888,0.04237804878048781,0.8603930579490652,0.08730432266994262,0.6799999999999999,0.09183673469387754
147,147,40.72902759319728,-74.00676840880952,1,0.9607843137254902,0.7777777777777777,0.22179878048780488,0.5125942172785332,0.061213083229937855,0.3999999999999999,0.2755102040816326
148,148,40.68375373846154,-73.7171888255128,0,0.9803921568627451,0.0,0.0,0.9075089502788074,0.12659995304219906,1.0,0.0
149,149,40.5799478174,-73.8373028096,0,1.0,0.0,0.0,0.9239879076946285,0.15741948082808022,1.0,0.01020408163265306
150,150,40.89651225941176,-73.82025954784314,0,1.0,0.0,0.0,0.9257286426329193,0.043634781661773,1.0,0.0
151,151,40.74574726807693,-74.17367506192308,0,1.0,0.0,0.0,0.7678439837299299,0.006407744509930636,1.0,0.0
152,152,40.78467679689189,-74.19241145324324,0,1.0,0.0,0.0,0.8622034222848881,0.0,1.0,0.0
153,153,40.78803480301588,-74.13074179301587,0,1.0,0.0,0.0,0.8622034222848881,0.027043715021539082,1.0,0.0
154,154,40.82535213855073,-73.85425007753624,0,0.9803921568627451,0.0,0.0,0.9044568616870039,0.07835084553166782,1.0,0.0
155,155,40.708252521892646,-74.0059655608192,1,0.9803921568627451,0.654320987654321,0.11771680216802169,0.7413151832703758,0.02369548981823681,0.5111111111111111,0.9795918367346939
156,156,40.639210095466666,-73.89895054106668,0,1.0,0.0,0.0,0.9216669277769072,0.0981662619001655,1.0,0.030612244897959183
157,157,40.748925180186326,-73.93931658198758,0,0.9803921568627451,0.6666666666666666,0.03658536585365854,0.9495186867895624,0.012481271968903137,0.6,0.2857142857142857
158,158,40.666641374722225,-74.231571,0,1.0,0.0,0.0,0.9604505022020295,0.0689442874271551,1.0,0.0
159,159,40.7917440018,-73.7007701956,0,1.0,0.0,0.0,0.9029540271902794,0.03950664239188826,1.0,0.0
160,160,40.68634206312757,-73.9936404587243,0,1.0,0.0,0.0,0.9634445662958899,0.04791758073259012,1.0,0.19387755102040816
161,161,40.762727782249996,-74.14800217475,0,1.0,0.0,0.0,0.7191034054577832,0.05191572762145588,1.0,0.0
162,162,40.85334588514563,-73.88582736213594,0,0.9803921568627451,0.0,0.0,0.8938151687642518,0.07983075029218899,1.0,0.0
163,163,40.81599588246914,-74.00756562395061,0,1.0,0.8518518518518519,0.03048780487804878,0.8179191254547664,0.0,0.6,0.0
164,164,40.719866277982455,-73.84393761675439,0,0.9803921568627451,0.0,0.0,0.9042595783939976,0.044005851972723956,1.0,0.08163265306122448
165,165,40.71422890851064,-74.19861121936171,0,1.0,0.0,0.0,0.9604505022020295,0.02790112500317627,1.0,0.0
166,166,40.882360558070175,-73.87965656842105,0,0.9803921568627451,0.0,0.0,0.8711856145664695,0.048768458238928676,1.0,0.061224489795918366
167,167,40.74934764645418,-74.00462251394424,1,0.9607843137254902,0.611111111111111,0.15091463414634146,0.882430762267829,0.02657206563152006,0.6,0.13265306122448978
168,168,40.75872186465117,-74.21892823593024,0,0.9803921568627451,0.0,0.0,0.9532322546579164,0.05924302683451428,1.0,0.0
169,169,40.7460643954,-73.88467407315,0,0.8627450980392157,0.8461538461538461,0.125,0.8487533436616934,0.45790876191332747,0.5384615384615385,0.19387755102040816
170,170,40.89487068545454,-74.03853089590909,0,1.0,0.0,0.0,0.8708026528800455,0.031207301554344775,1.0,0.0
171,171,40.72381560651515,-73.79371830863636,0,1.0,0.0,0.0,0.9075089502788074,0.10115972778572331,1.0,0.0
172,172,40.58645547026315,-73.9327828736842,0,0.9803921568627451,0.0,0.0,0.9245681526740587,0.05481181503877231,1.0,0.0
173,173,40.65392699795918,-73.95804103632653,0,1.0,0.0,0.0,0.8127201304390708,0.056294573774724355,1.0,0.11224489795918366
174,174,40.84272516166666,-74.10956479785716,0,1.0,0.0,0.0,0.8424518831850802,0.030645107710140063,1.0,0.0
175,175,40.78472979172414,-73.8414725235632,0,0.9803921568627451,0.8888888888888888,0.04725609756097561,0.9300224554807037,0.03745751894604353,0.6,0.0
176,176,40.61305413141177,-74.00493099458824,0,0.9411764705882353,0.0,0.0,0.8700251246076088,0.08705114818940203,1.0,0.07142857142857142
177,177,40.674521258294114,-73.96342087494119,0,1.0,0.7777777777777777,0.07469512195121951,0.7306502805484465,0.041337292543508354,0.6,0.13265306122448978
178,178,40.94257144833333,-74.15020904800001,0,1.0,0.0,0.0,0.8679014279828939,0.0505198301666687,1.0,0.0
179,179,40.66404727514285,-73.9268823672857,0,0.9803921568627451,0.0,0.0,0.8548227061465345,0.06291579401412634,1.0,0.08163265306122448
180,180,40.95394319697917,-74.06997225114583,0,1.0,0.0,0.0,0.8862719840316577,0.045346444185262035,1.0,0.0
181,181,40.68259848866667,-74.10458123333333,0,0.9607843137254902,0.0,0.0,0.9329817048757983,0.103175090384667,1.0,0.0
182,182,40.76987568166667,-74.072291885,0,1.0,0.0,0.0,0.8622034222848881,0.017062799736426056,1.0,0.0
183,183,40.86497599470588,-74.19679301078429,0,1.0,0.0,0.0,0.8424518831850802,0.03189451384340142,1.0,0.0
184,184,40.7310539006391,-73.98040766548874,1,1.0,0.7777777777777777,0.21087398373983743,0.6786951450902559,0.044301489432793294,0.3999999999999999,0.08163265306122448
185,185,40.743496105846155,-74.19475836507692,0,0.9803921568627451,0.0,0.0,0.9604505022020295,0.053451142823051585,1.0,0.0
186,186,40.80558236658088,-73.962519445,1,0.9215686274509804,0.7851851851851851,0.1613821138211382,0.8434499045497004,0.06366874147848295,0.33333333333333326,0.1530612244897959
187,187,40.719389396169724,-73.98851240729358,1,0.7843137254901961,0.8164251207729468,0.5250530222693531,0.5237871429317442,0.09785353011166262,0.4608695652173914,0.21428571428571427
188,188,40.750923028392855,-73.86568615803571,0,0.9803921568627451,0.9444444444444444,0.010670731707317074,0.9280496225506406,0.15936241656899008,0.6,0.09183673469387754
189,189,40.7627503346875,-73.81016441140625,0,1.0,0.0,0.0,0.9297903574889316,0.05516928256895213,1.0,0.0
190,190,40.7485670575,-74.11187270149999,0,1.0,0.0,0.0,0.6517949878438664,0.0,1.0,0.0
191,191,40.836675984310354,-73.85903186896552,0,0.9411764705882353,0.0,0.0,0.9108395564607374,0.09713183080252728,1.0,0.030612244897959183
192,192,40.83181785052631,-74.18380498368421,0,1.0,0.0,0.0,0.8622034222848881,0.0634689423629724,1.0,0.0
193,193,40.60224677477611,-74.15960985134328,0,0.9607843137254902,0.0,0.0,0.8363319668564061,0.060004136575012856,1.0,0.0
194,194,40.727601776464645,-73.95322291126263,0,0.9411764705882353,0.7654320987654321,0.1046747967479675,0.7326811379764526,0.03571183951452821,0.5555555555555556,0.11224489795918366
195,195,40.7852427977931,-73.97538524975863,1,0.9803921568627451,0.735042735042735,0.21646341463414634,0.6512379526636133,0.0285287796881107,0.4461538461538461,0.18367346938775508
196,196,40.73274666201755,-74.06397980640351,0,0.9803921568627451,0.7777777777777777,0.024390243902439025,0.6517949878438664,0.05501590039816034,0.19999999999999996,0.0
197,197,40.78100969174757,-74.0172846692233,0,0.9607843137254902,0.7888888888888888,0.0649390243902439,0.8424518831850802,0.13578701510888627,0.6,0.0
198,198,40.732080120442475,-74.16997605513275,0,1.0,0.0,0.0,0.927863944157223,0.027166055125476377,1.0,0.0
